name,biotina | mcg,folati totali | mcg,iodio | mcg,selenio | mcg,vitamina b12 | mcg,vitamina d | mcg,vitamina k | mcg,acidi grassi monoinsaturi totali | g,acidi grassi polinsaturi totali | g,acidi grassi saturi totali | g,acido arachidonico | g,acido aspartico | mg,acido beenico | g,acido decosaesaenoico (dha) | g,acido eicosapentaenoico (epa) | g,acido erucico | g,acido glutammico | mg,acido laurico | g,acido linoleico | g,acido linolenico | g,acido miristico | g,acido miristoleico | g,acido oleico | g,acido palmitico | g,acido palmitoleico | g,acido pantotenico | mg,acido stearico | g,acqua | g,alcol | g,altri acidi grassi polinsaturi | g,arginina | mg,calcio | mg,cistina | mg,cloro | mg,colesterolo | mg,fenilalanina | mg,fibra alimentare totale | g,fosforo | mg,fruttosio | g,galattosio | g,glicina | mg,glucosio | g,lattosio (mse) | g,lipidi totali | g,magnesio | mg,maltosio (mse) | g,manganese | mg,niacina | mg,parte edibile | %,prolina | mg,proteine totali | g,saccarosio (mse) | g,serina | mg,sodio | mg,tirosina | mg,treonina | mg,vitamina b6 | mg,vitamina c | mg,zinco | mg,zolfo | mg,acido eicosenoico | g,acido arachico | g,amido (mse) | g,carboidrati solubili (mse) | g,lipidi animali | g,lipidi vegetali | g,proteine animali | g,proteine vegetali | g,ferro | mg,potassio | mg,isoleucina | mg,leucina | mg,metionina | mg,valina | mg,istidina | mg,triptofano | mg,rame | mg,lisina | mg,alanina | mg,tiamina (vit. b1) | mg,riboflavina (vit. b2) | mg,"vitamina e, aggiunta | mg",ß-carotene equivalente | mcg,"somma degli acidi butirrico, caproico, caprilico e caprico | g","calorie, ricalcolata con fibra | kcal","calorie, ricalcolata | kcal",retinolo equivalente | mcg,Carboidrati disponibili | g
"cumino, semi",0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.86,2.53,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,0.0,0.0,0.0,14.86,0.0,0.0,0.0,0.0,8.1,0.0,0.0,0.0,931.0,0.0,0.0,0.0,0.0,10.5,499.0,0.0,0.0,0.0,0.0,0.0,22.3,0.0,0.0,0.0,4.58,100.0,0.0,17.8,0.0,0.0,168.0,0.0,0.0,0.44,8.0,4.8,0.0,0.0,0.0,0.0,33.7,0.0,22.3,0.0,17.8,66.4,1788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.33,2.72,762.0,0.0,419.0,398.0,0.0,33.7
pomodori sott'olio,0.0,23.0,0.0,0.0,0.0,0.0,0.0,8.66,2.06,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.08,0.0,0.0,8.53,0.0,0.0,0.0,0.0,53.8,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,5.8,139.0,0.0,0.0,0.0,0.0,0.0,14.1,0.0,0.0,0.0,3.6,100.0,0.0,5.1,0.0,0.0,266.0,0.0,0.0,0.32,102.0,0.8,0.0,0.0,0.0,0.0,17.5,0.0,14.1,0.0,5.1,2.7,1565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.38,1.93,774.0,0.0,225.0,213.0,0.0,17.5
lumache di mare,6.0,6.0,80.0,45.0,9.0,0.0,0.0,0.03,0.02,0.03,0.01,2559.0,0.0,0.01,0.0,0.01,3663.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.21,0.01,66.0,0.0,0.0,2464.0,57.0,187.0,480.0,65.0,823.0,0.0,141.0,0.0,0.0,1492.0,0.0,0.0,0.4,86.0,0.0,0.45,1.1,24.0,1180.0,23.8,0.0,1108.0,206.0,758.0,1066.0,0.34,4.0,1.6,300.0,0.01,0.0,7.8,0.0,0.4,0.0,23.8,0.0,5.0,347.0,827.0,1900.0,602.0,1035.0,487.0,308.0,1.03,1463.0,1553.0,0.03,0.11,0.13,0.0,0.0,128.0,128.0,26.0,7.8
melanzane,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,92.7,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.6,33.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.6,92.0,0.0,1.1,0.0,0.0,26.0,0.0,0.0,0.08,11.0,0.2,0.0,0.0,0.0,0.0,2.6,0.0,0.1,0.0,1.1,0.3,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.03,0.0,0.0,20.0,15.0,0.0,2.6
zucca gialla,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,94.6,0.0,0.01,0.0,20.0,0.0,0.0,0.0,0.0,0.5,40.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.5,81.0,0.0,1.1,0.0,0.0,1.0,0.0,0.0,0.02,9.0,0.2,0.0,0.0,0.0,1.0,2.5,0.0,0.1,0.0,1.1,0.9,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,1.06,3594.0,0.0,19.0,18.0,0.0,3.5
porto,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,71.1,15.9,0.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,12.0,4.6,0.0,0.0,4.6,0.0,0.0,11.0,0.0,0.0,0.1,100.0,0.0,0.1,2.8,0.0,4.0,0.0,0.0,0.01,0.0,0.0,26.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.1,0.4,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.01,0.0,0.0,0.0,157.0,157.0,0.0,12.0
"faraona, con pelle",2.0,5.0,6.0,16.0,0.3,0.4,0.0,2.43,1.41,1.77,0.07,2087.0,0.0,0.03,0.01,0.0,3407.0,0.01,1.19,0.05,0.05,0.0,2.0,1.3,0.34,0.88,0.37,68.9,0.0,0.06,1476.0,11.0,314.0,55.0,74.0,906.0,0.0,153.0,0.0,0.0,1572.0,0.0,0.0,6.5,22.0,0.0,0.02,7.7,68.0,1162.0,23.4,0.0,829.0,67.0,748.0,963.0,0.38,1.0,1.1,160.0,0.06,0.0,0.0,0.0,6.5,0.0,23.4,0.0,0.8,193.0,1156.0,1693.0,618.0,1132.0,681.0,259.0,0.04,1891.0,1378.0,0.06,0.1,0.01,0.0,0.0,152.0,152.0,28.0,0.0
alcol puro (95% vol),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0,525.0,0.0,0.0
caramelle alla menta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.38,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.32,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.2,0.0,0.01,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,100.0,0.0,0.5,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.7,0.0,0.7,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.0,393.0,0.0,102.7
burrini,1.5,7.0,14.0,9.0,1.1,0.35,0.0,12.78,1.46,27.63,0.0,1428.0,0.0,0.0,0.0,0.0,4918.0,1.12,0.88,0.58,4.7,0.37,11.23,12.59,1.18,0.35,5.14,26.5,0.0,0.0,691.0,603.0,109.0,698.0,157.0,1097.0,0.0,370.0,0.0,0.0,391.0,0.0,4.1,47.0,29.0,0.0,0.01,0.42,100.0,2086.0,22.1,0.0,1092.0,491.0,1148.0,700.0,0.05,0.0,2.6,79.0,0.0,0.0,0.0,4.1,47.0,0.0,22.1,0.0,0.6,80.0,1120.0,1933.0,648.0,1417.0,570.0,265.0,0.18,1702.0,656.0,0.01,0.23,1.08,161.0,4.08,527.0,527.0,506.0,4.1
salame cacciatore,7.0,3.0,15.0,3.0,2.0,0.9,0.0,16.33,4.9,10.8,0.29,2741.0,0.0,0.0,0.0,0.0,4287.0,0.0,4.17,0.21,0.58,0.0,14.91,6.72,1.0,1.66,3.41,30.6,0.0,0.23,1748.0,43.0,339.0,3270.0,99.0,1189.0,0.0,356.0,0.0,0.0,1571.0,1.2,0.0,34.0,34.0,0.0,0.04,2.5,100.0,1358.0,28.5,0.0,1178.0,1498.0,995.0,1283.0,0.36,0.0,3.6,193.0,0.35,0.0,0.0,1.2,34.0,0.0,28.5,0.0,1.7,435.0,1355.0,1290.0,704.0,1526.0,978.0,294.0,0.17,2384.0,1668.0,0.28,0.16,0.23,0.0,0.0,424.0,424.0,0.0,1.2
"bovino, vitellone, 15-18 mesi, carne magra, con grasso visibile",1.0,5.0,12.0,16.0,2.0,0.8,0.0,1.01,0.62,1.04,0.09,2081.0,0.0,0.03,0.07,0.08,3548.0,0.0,0.29,0.06,0.07,0.05,0.78,0.54,0.08,0.65,0.38,71.5,0.0,0.09,1326.0,11.0,224.0,69.0,70.0,858.0,0.0,175.0,0.0,0.0,1123.0,0.0,0.0,3.1,17.0,0.0,0.0,4.3,100.0,905.0,21.3,0.0,849.0,89.0,723.0,877.0,0.45,0.0,4.6,220.0,0.0,0.0,0.0,0.0,3.1,0.0,21.3,0.0,2.3,360.0,923.0,1792.0,617.0,1003.0,825.0,232.0,0.06,1926.0,1322.0,0.1,0.17,0.2,0.0,0.0,113.0,113.0,0.0,0.0
spumanti demi-sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,88.6,8.8,0.0,0.0,9.0,0.0,7.0,0.0,0.0,0.0,9.0,1.4,0.0,0.0,1.1,0.0,0.0,7.0,0.0,0.04,0.1,100.0,0.0,0.1,0.0,0.0,5.0,0.0,0.0,0.02,0.0,0.0,57.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.1,0.5,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,71.0,71.0,0.0,2.5
"farina di frumento, tipo 00",0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.08,0.43,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.02,0.0,0.0,0.08,0.0,0.0,0.0,0.0,14.2,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,2.5,76.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,100.0,0.0,11.0,0.0,0.0,3.0,0.0,0.0,0.15,0.0,0.6,0.0,0.0,0.0,76.3,1.7,0.0,0.7,0.0,11.0,0.7,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.16,0.0,0.0,348.0,343.0,0.0,78.0
sofficini al formaggio surgelati,0.0,8.0,0.0,0.0,0.0,0.46,0.0,3.78,7.55,3.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.16,0.39,0.0,0.0,3.78,0.0,0.0,0.0,0.0,56.4,0.0,0.0,0.0,112.0,0.0,0.0,31.0,0.0,1.4,210.0,0.0,0.0,0.0,0.0,0.0,15.8,0.0,0.0,0.0,0.24,100.0,0.0,7.2,0.0,0.0,460.0,0.0,0.0,0.06,1.0,1.3,0.0,0.0,0.0,27.8,0.8,7.7,8.1,3.4,3.8,0.3,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.12,0.6,50.0,0.0,281.0,278.0,110.0,28.6
amari a bassa gradazione (tra 23 e 30 %vol),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,19.7,0.0,0.0,5.0,0.0,20.0,0.0,0.0,0.0,7.0,6.1,0.0,0.0,6.3,0.0,0.0,2.0,0.0,0.02,0.0,100.0,0.0,0.0,20.4,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.8,0.0,0.0,0.0,0.0,0.1,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,261.0,0.0,32.8
"orzo solubile o caffe' d'orzo, in polvere",67.0,52.0,0.0,64.1,0.0,0.0,0.0,0.37,1.22,0.6,0.0,395.0,0.0,0.0,0.0,0.0,1303.0,0.0,1.13,0.08,0.01,0.0,0.34,0.52,0.01,1.41,0.03,8.0,0.0,0.01,299.0,58.0,119.0,7.0,0.0,295.0,23.3,580.0,1.1,0.0,275.0,1.2,0.0,2.5,244.0,1.1,1.1,17.7,100.0,569.0,6.0,1.2,262.0,83.0,205.0,211.0,0.75,0.0,0.51,110.0,0.0,0.0,50.5,4.6,0.0,2.5,0.0,6.0,4.6,2443.0,254.0,408.0,91.0,305.0,123.0,72.0,0.21,223.0,274.0,0.41,0.1,0.98,5.0,0.01,300.0,253.0,0.0,55.1
"mele renetta, senza buccia",1.2,5.0,0.0,0.0,0.0,0.0,0.6,0.0,0.03,0.02,0.0,82.0,0.0,0.0,0.0,0.0,29.0,0.0,0.02,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,87.6,0.0,0.0,7.0,5.0,1.0,2.0,0.0,8.0,1.7,7.0,6.6,0.0,10.0,2.2,0.0,0.1,3.0,0.0,0.0,0.1,71.0,7.0,0.3,1.1,12.0,0.0,1.0,7.0,0.06,8.0,0.0,3.0,0.0,0.0,0.0,10.0,0.0,0.1,0.0,0.3,0.2,105.0,7.0,16.0,1.0,13.0,6.0,1.0,0.02,14.0,13.0,0.04,0.02,0.27,17.0,0.0,43.0,40.0,0.0,10.0
"starna, coscio",2.0,6.0,6.0,16.0,0.8,1.4,0.0,1.21,0.33,0.76,0.0,2147.0,0.0,0.0,0.0,0.0,3251.0,0.01,0.23,0.03,0.03,0.0,0.86,0.62,0.23,0.93,0.18,70.0,0.0,0.08,1387.0,34.0,300.0,55.0,71.0,861.0,0.0,214.0,0.0,0.0,1209.0,0.0,0.0,2.6,20.0,0.0,0.02,11.3,64.0,922.0,22.3,0.0,955.0,115.0,711.0,1088.0,0.66,0.0,1.9,160.0,0.0,0.0,0.0,0.0,2.6,0.0,22.3,0.0,4.5,37.0,1206.0,1837.0,632.0,1208.0,849.0,299.0,0.68,1979.0,1385.0,0.17,0.19,0.01,0.0,0.0,113.0,113.0,53.0,0.0
lattuga,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.01,0.21,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.15,0.0,0.0,0.01,0.0,0.0,0.0,0.0,94.3,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,1.5,31.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.7,80.0,0.0,1.8,0.0,0.0,9.0,0.0,0.0,0.05,6.0,0.2,0.0,0.0,0.0,0.0,2.2,0.0,0.4,0.0,1.8,0.8,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.18,0.66,1374.0,0.0,22.0,19.0,0.0,2.2
"caffe' tostato, macinato",67.0,22.0,3.0,5.0,0.0,0.0,0.0,1.15,5.64,5.42,0.0,407.0,0.06,0.0,0.0,0.05,1730.0,0.0,5.48,0.16,0.01,0.0,1.06,4.25,0.0,0.23,0.85,4.1,0.0,0.0,45.0,130.0,172.0,24.0,0.0,223.0,41.4,160.0,0.0,0.0,376.0,0.0,0.0,15.4,240.0,0.0,2.1,10.0,100.0,299.0,10.4,0.0,107.0,74.0,141.0,121.0,0.0,0.0,0.71,110.0,0.03,0.28,28.5,0.0,0.0,15.4,0.0,10.4,4.1,2020.0,147.0,407.0,20.0,235.0,141.0,26.0,0.82,82.0,286.0,0.07,0.2,0.0,0.0,0.0,370.0,287.0,0.0,28.5
sidro,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,91.2,3.7,0.0,0.0,8.0,0.0,6.0,0.0,0.0,0.0,3.0,0.7,0.0,0.0,1.0,0.0,0.0,3.0,1.3,0.0,0.0,100.0,0.0,0.0,1.2,0.0,7.0,0.0,0.0,0.01,0.0,0.0,9.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.5,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,0.0,4.3
succo di frutta,0.4,1.0,1.0,0.0,0.0,0.0,1.5,0.04,0.02,0.01,0.0,67.0,0.0,0.0,0.0,0.0,34.0,0.0,0.02,0.0,0.0,0.0,0.04,0.01,0.0,0.06,0.0,84.5,0.0,0.0,10.0,8.0,1.0,3.0,0.0,11.0,0.0,11.0,1.8,0.0,9.0,3.2,0.0,0.1,4.0,0.0,0.03,0.3,100.0,22.0,0.3,9.3,18.0,4.0,6.0,10.0,0.02,31.0,0.09,5.0,0.0,0.0,0.0,14.5,0.0,0.1,0.0,0.3,0.3,42.0,9.0,17.0,1.0,10.0,6.0,3.0,0.07,21.0,15.0,0.01,0.03,0.18,397.0,0.0,56.0,56.0,0.0,14.5
"suino, carne semigrassa, senza grasso visibile",1.0,1.0,3.0,14.0,1.0,0.5,0.0,2.31,1.77,2.17,0.03,2000.0,0.0,0.0,0.0,0.0,3035.0,0.01,1.63,0.0,0.07,0.0,2.04,1.37,0.1,1.4,0.71,72.5,0.0,0.11,1235.0,8.0,230.0,54.0,61.0,778.0,0.0,176.0,0.0,0.0,1044.0,0.0,0.0,6.8,24.0,0.0,0.02,4.8,100.0,820.0,19.9,0.0,819.0,76.0,632.0,883.0,0.5,0.0,1.8,200.0,0.18,0.0,0.0,0.0,6.8,0.0,19.9,0.0,1.7,370.0,1038.0,1561.0,520.0,1195.0,622.0,176.0,0.15,1670.0,1239.0,0.4,0.11,0.0,0.0,0.0,141.0,141.0,0.0,0.0
"menta, fresca",0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.27,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.01,0.0,0.0,0.26,0.0,0.0,0.0,0.0,86.4,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,5.6,75.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.1,100.0,0.0,3.8,0.0,0.0,15.0,0.0,0.0,0.09,31.0,0.9,0.0,0.0,0.0,0.0,5.3,0.0,0.7,0.0,3.8,9.5,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.33,5.0,740.0,0.0,53.0,41.0,0.0,5.3
"castrato, carne grassa",2.0,11.0,8.0,3.0,1.0,0.4,0.0,11.16,1.41,14.35,0.0,1391.0,0.0,0.0,0.0,0.0,2285.0,0.03,0.7,0.7,1.48,0.0,10.53,6.67,0.37,0.4,5.77,53.0,0.0,0.0,1110.0,8.0,215.0,62.0,76.0,655.0,0.0,157.0,0.0,0.0,990.0,0.0,0.0,29.5,17.0,0.0,0.01,3.9,74.0,823.0,16.5,0.0,698.0,58.0,540.0,774.0,0.34,0.0,1.9,160.0,0.0,0.0,0.0,0.0,29.5,0.0,16.5,0.0,1.6,250.0,856.0,1264.0,394.0,825.0,447.0,210.0,0.05,1338.0,1056.0,0.12,0.16,0.07,0.0,0.03,332.0,332.0,15.0,0.0
"tacchino, fesa (petto), senza pelle, saltata in padella",2.0,7.0,8.0,17.0,1.0,0.4,0.0,0.37,0.38,0.43,0.0,3016.0,0.0,0.04,0.0,0.0,4567.0,0.0,0.21,0.01,0.02,0.01,0.3,0.23,0.04,0.95,0.16,67.5,0.0,0.12,1877.0,11.0,385.0,85.0,62.0,1193.0,0.0,230.0,0.0,0.0,1222.0,0.0,0.0,1.4,39.0,0.0,0.01,10.8,100.0,1255.0,29.6,0.0,1228.0,68.0,1036.0,1282.0,0.63,0.0,1.28,160.0,0.0,0.0,0.0,0.0,1.4,0.0,29.6,0.0,1.5,457.0,1557.0,2519.0,820.0,1649.0,1024.0,337.0,0.08,2640.0,1788.0,0.1,0.1,0.02,0.0,0.0,131.0,131.0,0.0,0.0
pagello,1.0,5.0,30.0,36.0,2.0,0.0,0.0,0.43,0.36,0.54,0.05,2201.0,0.0,0.0,0.07,0.01,3309.0,0.0,0.02,0.01,0.04,0.0,0.31,0.24,0.06,0.86,0.08,79.0,0.0,0.21,1269.0,34.0,164.0,140.0,35.0,803.0,0.0,195.0,0.0,0.0,890.0,0.0,0.0,1.9,19.0,0.0,0.04,1.7,48.0,711.0,21.0,0.0,958.0,120.0,774.0,985.0,0.19,0.0,1.5,200.0,0.04,0.0,0.0,0.0,1.9,0.0,21.0,0.0,4.3,690.0,1015.0,1660.0,490.0,1122.0,565.0,270.0,0.2,2013.0,1226.0,0.05,0.05,0.4,0.0,0.0,101.0,101.0,0.0,0.0
kiwi,0.0,25.0,0.0,0.2,0.0,0.0,40.3,0.05,0.33,0.03,0.0,133.0,0.0,0.0,0.0,0.0,194.0,0.0,0.28,0.05,0.0,0.0,0.05,0.02,0.0,0.18,0.01,84.6,0.0,0.0,85.0,25.0,33.0,39.0,0.0,46.0,2.2,70.0,3.8,0.0,63.0,4.0,0.0,0.6,12.0,0.0,0.1,0.4,87.0,46.0,1.2,1.1,56.0,5.0,36.0,49.0,0.15,85.0,0.1,16.0,0.0,0.0,0.0,9.0,0.0,0.6,0.0,1.2,0.5,400.0,54.0,69.0,25.0,60.0,28.0,16.0,0.12,64.0,56.0,0.02,0.05,1.46,40.0,0.0,48.0,44.0,0.0,9.0
olio di semi di girasole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.37,50.22,11.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.89,0.33,0.0,0.0,32.91,5.92,0.27,0.0,4.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.54,0.0,0.0,0.0,99.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,49.2,0.0,0.0,899.0,899.0,0.0,0.0
biscotti 'petit beurre',0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.25,0.43,4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.12,0.0,0.0,2.07,0.0,0.0,0.0,0.0,4.0,0.0,0.01,0.0,32.0,0.0,0.0,87.0,0.0,0.4,144.0,0.0,0.0,0.0,0.0,0.0,8.2,0.0,0.0,0.0,0.9,100.0,0.0,6.0,0.0,0.0,241.0,0.0,0.0,0.04,0.0,0.6,0.0,0.0,0.0,54.6,30.1,6.6,1.6,2.2,3.8,1.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.14,1.4,0.0,0.0,416.0,415.0,0.0,84.7
lupini deamarizzati,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.97,0.6,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.11,0.0,0.0,0.88,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,4.8,100.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.2,76.0,0.0,16.4,0.0,0.0,5.0,0.0,0.0,0.12,2.0,1.6,0.0,0.0,0.0,6.7,0.5,0.0,2.4,0.0,16.4,5.5,351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.0,54.0,0.0,124.0,114.0,0.0,7.2
"pollo, petto, senza pelle",2.0,14.0,6.0,10.0,0.0,0.2,0.0,0.19,0.23,0.25,0.06,2265.0,0.0,0.0,0.0,0.0,3313.0,0.0,0.11,0.0,0.01,0.01,0.16,0.14,0.01,1.26,0.1,74.9,0.0,0.06,1626.0,4.0,308.0,77.0,60.0,974.0,0.0,210.0,0.0,0.0,1025.0,0.0,0.0,0.8,32.0,0.0,0.01,8.3,98.0,860.0,23.3,0.0,1011.0,33.0,802.0,1160.0,0.51,0.0,0.7,140.0,0.0,0.0,0.0,0.0,0.8,0.0,23.3,0.0,0.4,370.0,1153.0,1955.0,666.0,1384.0,937.0,273.0,0.05,2246.0,1417.0,0.1,0.2,0.13,0.0,0.0,100.0,100.0,0.0,0.0
"coniglio, coscio",1.0,5.0,5.0,17.0,10.0,0.0,0.0,1.17,1.81,2.33,0.0,2078.0,0.0,0.0,0.0,0.0,3310.0,0.0,0.55,0.1,0.15,0.0,1.04,1.67,0.12,0.8,0.51,72.0,0.0,1.17,1359.0,22.0,237.0,74.0,52.0,885.0,0.0,220.0,0.0,0.0,1058.0,0.0,0.0,5.9,22.0,0.0,0.01,6.3,83.0,904.0,21.0,0.0,854.0,67.0,713.0,913.0,0.5,0.0,3.9,190.0,0.0,0.0,0.0,0.0,5.9,0.0,21.0,0.0,1.0,360.0,1071.0,1760.0,574.0,1264.0,591.0,204.0,0.06,1847.0,1311.0,0.03,0.3,0.13,0.0,0.0,137.0,137.0,0.0,0.0
carciofini sott'olio,0.0,64.0,0.0,0.0,0.0,0.0,0.0,1.85,2.85,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81,0.04,0.0,0.0,1.83,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,3.3,63.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,0.0,0.5,100.0,0.0,1.8,0.0,0.0,1053.0,0.0,0.0,0.03,0.0,0.5,0.0,0.0,0.0,1.5,1.1,0.0,5.7,0.0,1.8,1.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.09,2.98,102.0,0.0,75.0,68.0,0.0,2.6
