,acidi grassi saturi totali | g,acido arachico | g,acido arachidonico | g,acido aspartico | g,acido beenico | g,acido decosaesaenoico (dha) | g,acido eicosapentaenoico (epa) | g,acido eicosenoico | g,acido erucico | g,acido fitico | g,acido glutamico | g,acido glutammico | g,acido laurico | g,acido linoleico | g,acido linolenico | g,acido miristico | g,acido miristoleico | g,acido oleico | g,acido palmitico | g,acido palmitoleico | g,acido pantotenico | g,acido stearico | g,acqua | g,alanina | g,alcol | %,alcol | g,altri acidi grassi polinsaturi | g,amido | g,arginina | g,biotina | g,c12:0 | g,c14:0 | g,c14:1 | g,c16:0 | g,c16:1 | g,c18:0 | g,c18:1 | g,c18:2 | g,c18:3 | g,c20:0 | g,c20:1 | g,c20:4 | g,c20:5 | g,c22:0 | g,c22:1 | g,c22:6 | g,c4:0÷c10:0 | g,calcio | g,"calorie, ricalcolata con fibra | kcal","calorie, ricalcolata | kcal",carboidrati disponibili | g,carboidrati | %,cistina | g,cloro | g,colesterolo | g,fenilalanina | g,ferro | g,fibra insolubile | g,fibra solubile | g,fibra totale | g,folati totali | g,fosforo | g,fruttosio | g,galattosio | g,glicina | g,glucosio | g,indice chimico | g,iodio | g,isoleucina | g,istidina | g,lattosio (mse) | g,leucina | g,lipidi animali | g,lipidi totali | g,lipidi vegetali | g,lipidi | %,lisina | g,magnesio | g,maltosio (mse) | g,manganese | g,metionina | g,monoinsaturi totali | %,niacina | g,parte edibile | %,polinsaturi totali | %,potassio | g,prolina | g,proteine animali | g,proteine totali | g,proteine vegetali | g,proteine | %,rame | g,rapporto polinsaturi/saturi | g,riboflavina | g,saccarosio (mse) | g,saturi totali | %,selenio | g,serina | g,sodio | g,"somma degli acidi butirrico, caproico, caprilico e caprico | g",tiamina | g,tirosina | g,treonina | g,triptofano | g,valina | g,vitamina a retinolo eq. | g,vitamina b12 | g,vitamina b6 | g,vitamina c | g,vitamina d | g,"vitamina e, aggiunta | g",vitamina k | g,zinco | g,zolfo | g,zuccheri solubili | g,ß-carotene equivalente | g
fette biscottate,0.83,0.0,0.0,0.276,0.0,0.0,0.0,0.0,0.0,0.0,3.966,0.0,0.0,2.27,0.13,0.0,0.0,1.43,0.0,0.0,0.0,0.0,4.0,0.1795,0.0,0.0,0.0,76.8,0.22899999999999998,0.0,,,,,,,,,,,,,,,,,0.0,0.055,417.0,409.0,82.65,76.0,0.13,0.0,0.004,0.2975,0.0038,,,3.5,2.6000000000000002e-05,0.124,0.0,0.0,0.213,0.0,0.027999999999999997,0.0,0.21350000000000005,0.1175,0.0,0.41500000000000004,2.0,6.0,4.0,13.0,0.09300000000000003,0.0,0.0,0.0,0.0865,1.47,0.0026000000000000003,100.0,2.4,0.14,0.6195,0.0,11.3,11.3,11.0,0.0,,0.0003,0.0,,0.0,0.249,0.206,0.0,0.0005,0.1485,0.1245,0.055999999999999994,0.27,0.0,0.0,0.0001,0.0,0.0,0.0013000000000000002,0.0,0.00201,0.0,2.2,0.0
cocomero,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,,0.040999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021,0.0,95.3,0.011000000000000001,0.0,0.0,0.0,0.0,0.039,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006999999999999999,16.0,15.5,3.7,89.0,0.001,0.008,0.0,0.01,0.0002,0.2,0.02,0.2,2e-06,0.002,1.2,0.0,0.006999999999999999,0.7,,0.0,0.012,0.004,0.0,0.012,0.0,0.0,0.0,1.0,0.040999999999999995,0.008,0.0,0.0,0.004,0.0,0.0001,52.0,0.0,0.28,0.016,0.0,0.4,0.4,10.0,2.9999999999999997e-05,1.0,2e-05,1.8,0.0,0.0,0.01,0.003,0.0,2e-05,0.008,0.018000000000000002,0.005,0.01,1.85e-05,0.0,0.00014,0.008,0.0,0.0001,3e-07,0.0001,0.009000000000000001,3.7,0.0002220000000000001
uova di tacchina,3.64,0.0,0.13,1.27,0.0,0.0,0.0,0.0,0.0,0.0,,1.63,0.0,1.17,0.08,0.04,0.0,3.9,2.72,0.67,0.0018899999999999998,0.88,72.6,0.748,0.0,0.0,0.0,0.0,0.8200000000000001,2e-05,0.0,0.04,0.0,2.72,0.67,0.88,3.9,1.17,0.08,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.05,147.0,147.0,1.0,3.0,0.305,0.16,0.8009999999999999,0.723,0.0025,0.0,0.0,0.0,7.099999999999999e-05,0.2,0.0,0.0,0.426,1.0,,5.3e-05,0.8,0.309,0.0,1.124,10.2,10.2,0.0,62.0,0.865,0.013,0.0,0.0,0.414,4.57,0.0001,87.0,1.38,0.14200000000000002,0.508,12.8,12.8,0.0,35.0,5.9999999999999995e-05,0.4,0.0003,0.0,3.64,3.4e-05,0.973,0.151,0.0,0.00015,0.532,0.629,0.205,0.922,0.00021799999999999999,1.6999999999999996e-06,0.00013000000000000002,0.0,1.75e-06,0.0011099999999999999,0.0,0.0016,0.18,1.0,8.4e-05
gorgonzola,13.1,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,3.16,3.16,0.59,0.45,0.28,2.03,0.0,6.36,5.64,0.74,0.00022999999999999998,2.93,50.8,0.6,0.0,0.0,0.0,0.0,0.53,2.9e-06,0.59,2.03,0.0,5.64,0.74,2.93,6.36,0.45,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.401,324.0,324.0,1.0,1.0,0.14,1.31,0.07,0.92,0.0003,0.0,0.0,0.0,5.2000000000000004e-05,0.326,0.0,0.0,0.36,0.0,0.1,4.6e-05,0.9,0.49,1.0,1.53,27.1,27.1,0.0,75.0,1.39,0.02,0.0,0.0,0.6,7.1,0.0009000000000000002,100.0,0.73,0.111,1.8,19.1,19.1,0.0,24.0,0.0,0.1,0.00017999999999999998,0.0,13.1,7.150000000000001e-06,0.93,0.6,1.91,1e-05,1.03,0.71,0.21,1.06,0.00023100000000000003,1.3e-06,7.000000000000001e-05,0.0,2.4e-07,0.0005200000000000001,0.0,0.00281,0.23,1.0,8.8e-05
cervo [tessuto muscolare privato del grasso visibile],0.2,0.0,0.06,2.1,0.0,0.0,0.01,0.0,0.0,0.0,3.5500000000000003,3.5500000000000003,0.0,0.11,0.02,0.0,0.0,0.08,0.12,0.02,0.0,0.08,76.5,1.3869999999999998,0.0,0.0,0.03,0.0,1.466,0.0,0.0,0.0,0.0,0.12,0.02,0.08,0.08,0.11,0.02,0.0,0.0,0.06,0.01,0.0,0.0,0.0,0.0,0.005,91.0,91.0,0.0,0.0,0.171,0.064,0.05,1.012,0.0033,0.0,0.0,0.0,4e-06,0.21,0.0,0.0,1.023,0.0,0.1,6e-06,1.071,0.774,0.0,1.953,0.8,0.8,0.0,8.0,1.854,0.025,0.0,2.9999999999999997e-05,0.386,0.1,0.0064,100.0,0.23,0.34,0.966,21.0,21.0,0.0,92.0,0.00021,1.2,0.00025,0.0,0.2,9e-06,0.81,0.055,0.0,0.00022,0.7879999999999999,1.05,0.305,1.521,0.0,6.3e-06,0.00037,0.0,4e-07,0.0002,0.0,0.0024,0.32,0.0,0.0
"gomme da masticare, lastrine e confetti",0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,3.05,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,314.0,83.35,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,100.0,0.07,0.004,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.35,0.0
"aglio, in polvere",0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.55,0.05,0.0,0.0,0.03,0.0,0.0,0.0,0.0,43.25,0.0,0.0,0.0,0.0,19.25,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0395,266.0,143.5,25.55,78.0,0.0,0.0,0.0,0.0,0.0027,,,6.5,0.0,0.14150000000000001,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999999999999,1.2,13.0,0.0,0.0,0.0,0.0,0.0,0.03,0.001,87.5,0.6,0.98,0.0,0.0,9.799999999999999,18.7,9.0,0.0,,7e-05,0.0,,0.0,0.0,0.011,0.0,0.00030500000000000004,0.0,0.0,0.0,0.0,2.5e-06,0.0,0.00099,0.0025,0.0,2.9999999999999997e-05,0.0,0.0026000000000000003,0.0,6.300000000000001,0.0
lardo,33.12,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.07,25.83,2.94,0.62,0.0,33.63,21.07,1.29,0.0,11.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.62,0.0,21.07,1.29,11.09,33.63,25.83,2.94,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.001,891.0,891.0,0.0,0.0,0.0,0.004,0.095,0.0,0.0001,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,99.0,99.0,0.0,100.0,0.0,0.001,0.0,0.0,0.0,37.14,0.0,100.0,28.77,0.001,0.0,0.0,0.0,0.0,0.0,2e-05,0.9,0.0,0.0,33.12,0.0,0.0,0.002,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.009000000000000001,0.0,0.0
halibut,0.33,0.0,0.14,2.13,0.0,0.29,0.07,0.12,0.1,0.0,,3.1060000000000003,0.0,0.03,0.07,0.06,0.0,0.36,0.21,0.16,0.00033,0.05,76.2,1.258,0.0,0.0,0.13,0.0,1.244,1e-06,,,,,,,,,,,,,,,,,0.0,0.047,104.0,109.0,0.0,0.0,0.223,0.14,0.041,0.8130000000000001,0.0008,0.0,0.0,0.0,1.2e-05,0.222,0.0,0.0,0.9990000000000001,0.0,,3e-05,0.959,0.613,0.0,1.6909999999999998,2.3,2.9,0.0,28.0,1.91,0.083,0.0,2e-05,0.616,0.75,0.0058,79.0,0.73,0.45,0.736,20.8,20.700000000000003,0.0,72.0,2.9999999999999997e-05,,8e-05,0.0,,3.7e-05,0.8490000000000001,0.054000000000000006,0.0,5.9999999999999995e-05,0.7030000000000001,0.912,0.233,1.071,4.7e-05,1e-06,0.00033999999999999997,0.0,0.0,0.00085,0.0,0.0004,0.2,0.0,0.0
spinaci,0.07,0.0,0.0,0.16899999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.39899999999999997,0.0,0.0,0.07,0.35,0.0,0.0,0.04,0.0,0.0,0.0,0.0,90.1,0.1075,0.0,0.0,0.0,2.45,0.1085,0.0,,,,,,,,,,,,,,,,,0.0,0.078,35.0,31.0,2.95,36.0,0.0275,0.0,0.0,0.1035,0.0029,,,1.9,0.00015,0.062,0.0,0.0,0.08800000000000001,0.0,0.1,0.0,0.0825,0.043000000000000003,0.0,0.16149999999999998,0.0,0.7,0.7,20.0,0.1235,0.03,0.0,0.0,0.036000000000000004,0.05,0.0004,83.0,0.42,0.53,0.08199999999999999,0.0,3.4,3.4,44.0,8e-05,,0.00037,0.0,,5e-07,0.081,0.1,0.0,7.000000000000001e-05,0.085,0.09050000000000001,0.0265,0.1035,0.0002425,0.0,0.00016999999999999999,0.054000000000000006,0.0,0.0017100000000000001,0.0,0.00143,0.0,0.4,0.0029100000000000003
mandaranci e clementine,0.03,0.0,0.0,0.127,0.0,0.0,0.0,0.0,0.0,0.0,,0.06,0.0,0.03,0.01,0.0,0.0,0.03,0.02,0.01,0.0002,0.0,86.4,0.027999999999999997,0.0,0.0,0.0,0.0,0.067,5e-07,,,,,,,,,,,,,,,,,0.0,0.0305,57.0,45.0,10.75,88.0,0.002,0.002,0.0,0.018000000000000002,0.00019999999999999998,,,1.7000000000000002,2.1e-05,0.018500000000000003,2.6,0.0,0.019,2.2,,0.0,0.017,0.011000000000000001,0.0,0.027999999999999997,0.0,0.15000000000000002,0.2,2.0,0.032,0.011000000000000001,0.0,0.0,0.002,0.04,0.0003,81.0,0.04,0.14500000000000002,0.073,0.0,0.8500000000000001,0.8,10.0,1e-05,,5.500000000000001e-05,8.2,,1e-07,0.033,0.003,0.0,8.5e-05,0.015,0.016,0.002,0.021,6e-06,0.0,7.000000000000001e-05,0.045500000000000006,0.0,0.0002,0.0,0.0001,0.01,10.75,0.00015
carciofi surgelati,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.13,0.05,0.0,0.0,0.01,0.0,0.0,0.0,0.0,88.6,0.0,0.0,0.0,0.0,0.9,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.019,36.0,25.5,3.2,43.0,0.0,0.0,0.0,0.0,0.0005,1.93,3.04,4.45,0.000126,0.057999999999999996,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.4,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0009000000000000002,100.0,0.18,0.248,0.0,0.0,2.6500000000000004,2.6,49.0,0.0,,0.00014,0.0,,0.0,0.0,0.047,0.0,5.9999999999999995e-05,0.0,0.0,0.0,0.0,9e-06,0.0,8e-05,0.0075,0.0,0.00018999999999999998,0.0,0.0003,0.0,3.0,8.999999999999999e-05
olio di soia,14.02,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,51.36,7.6,0.15,0.0,22.26,9.79,0.3,0.0,3.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,9.79,0.3,3.68,22.26,51.36,7.6,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.0,899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,99.9,99.9,100.0,0.0,0.0,0.0,0.0,0.0,22.76,0.0,100.0,58.96,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,4.2,0.0,0.0,14.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0185,0.0,0.0,0.0,0.0,0.0
"merluzzo surgelato, filetti",0.11,0.0,0.01,1.7069999999999999,0.0,0.15,0.03,0.02,0.02,0.0,,2.524,0.0,0.0,0.0,0.01,0.0,0.06,0.08,0.01,0.00027,0.02,83.9,1.065,0.0,0.0,0.02,0.0,1.053,1e-06,0.0,0.01,0.0,0.08,0.01,0.02,0.06,0.0,0.0,0.0,0.02,0.01,0.03,0.0,0.02,0.15,0.0,0.011000000000000001,68.0,68.0,0.0,0.0,0.187,0.12,0.049,0.8079999999999999,0.0003,0.0,0.0,0.0,6e-06,0.16,0.0,0.0,0.746,0.0,,0.00011,0.7490000000000001,0.47,0.0,1.3619999999999999,0.6,0.6,0.0,8.0,1.629,0.019,0.0,1e-05,0.54,0.11,0.0015,100.0,0.21,0.31,0.626,15.6,15.6,0.0,92.0,0.00028000000000000003,1.9,5e-05,0.0,0.11,1.675e-05,0.797,0.068,0.0,5.9999999999999995e-05,0.626,0.8260000000000001,0.179,0.835,0.0,1e-06,0.00017999999999999998,0.0,0.0,0.00044,0.0,0.0019,0.2,0.0,0.0
"merluzzo, surgelato, cotto al forno",0.17,0.0,0.01,2.287,0.0,0.24,0.04,0.03,0.0,0.0,,3.3819999999999997,0.0,0.0,0.0,0.01,0.0,0.08,0.14,0.01,0.00022999999999999998,0.03,76.8,1.4269999999999998,0.0,0.0,0.03,0.0,1.41,1e-06,0.0,0.01,0.0,0.14,0.01,0.03,0.08,0.0,0.0,0.0,0.03,0.01,0.04,0.0,0.0,0.24,0.0,0.036000000000000004,92.0,92.0,0.0,0.0,0.251,0.12,0.06,1.082,0.001,0.0,0.0,0.0,1.3000000000000001e-05,0.20199999999999999,0.0,0.0,1.0,0.0,,0.00011,1.003,0.629,0.0,1.824,0.9,0.9,0.0,9.0,2.182,0.02,0.0,1e-05,0.723,0.13,0.0022,75.0,0.32,0.32799999999999996,0.838,20.9,20.9,0.0,91.0,0.00031,1.9,7.000000000000001e-05,0.0,0.17,1.69e-05,1.067,0.08,0.0,5e-05,0.838,1.1059999999999999,0.24,1.119,0.0,2e-06,0.00018999999999999998,0.0,0.0,0.00047999999999999996,0.0,0.0021000000000000003,0.2,0.0,0.0
"pollo, intero, con pelle",3.27,0.0,0.25,1.847,0.0,0.07,0.02,0.01,0.0,0.0,3.105,3.105,0.0,1.63,0.14,0.13,0.02,3.36,2.19,0.58,0.00103,0.94,69.5,0.868,0.0,0.0,0.18,0.0,1.159,2e-06,0.0,0.13,0.02,2.19,0.58,0.94,3.36,1.63,0.14,0.0,0.01,0.25,0.02,0.0,0.0,0.07,0.0,0.005,171.0,171.0,0.0,0.0,0.226,0.085,0.09300000000000001,0.6950000000000001,0.0006,0.0,0.0,0.0,9e-06,0.16,0.0,0.0,0.973,0.0,0.095,8e-06,0.8740000000000001,0.49,0.0,1.518,10.6,10.6,0.0,56.0,1.575,0.024,0.0,1e-05,0.502,4.12,0.005,77.0,2.29,0.3,0.8230000000000001,19.0,19.0,0.0,44.0,8.999999999999999e-05,0.7,0.00014,0.0,3.27,9e-06,0.6970000000000001,0.062,0.0,8e-05,0.627,0.8109999999999999,0.2,0.846,0.0,0.0,0.0003,0.0,6e-07,0.00015,0.0,0.00109,0.14,0.0,0.0
menta,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.11,0.01,0.0,0.0,0.26,0.0,0.0,0.0,0.0,86.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.21,53.0,41.0,5.3,48.0,0.0,0.0,0.0,0.0,0.0095,,,5.6,0.00011,0.075,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,15.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0011,100.0,0.11,0.26,0.0,0.0,3.8,3.8,37.0,0.0,,0.00033,0.0,,0.0,0.0,0.015,0.0,0.00011999999999999999,0.0,0.0,0.0,0.0,6.149999999999999e-05,0.0,8.999999999999999e-05,0.031,0.0,0.005,0.0,0.0009000000000000002,0.0,5.3,0.00074
"coratella di agnello [cuore, polmoni, fegato, milza, reni]",1.69,0.03,0.05,1.394,0.01,0.04,0.05,0.02,0.0,0.0,,2.035,0.01,0.2,0.09,0.09,0.0,0.56,0.67,0.07,0.00488,0.83,77.2,1.034,0.0,0.0,0.08,0.0,0.978,2.02e-05,,,,,,,,,,,,,,,,,0.0,0.009000000000000001,109.0,109.0,1.0,3.0,0.166,0.12300000000000001,0.17800000000000002,0.775,0.0088,0.0,0.0,0.0,9.2e-05,0.28200000000000003,0.0,0.0,0.885,1.0,,5e-06,0.807,0.405,0.0,1.442,4.7,4.7,0.0,39.0,1.262,0.02,0.0,0.00015,0.364,1.23,0.0103,100.0,0.51,0.29,0.0,15.7,15.7,0.0,58.0,0.00461,,0.0020399999999999997,0.0,,2.2e-05,0.789,0.104,0.0,0.00045,0.525,0.7290000000000001,0.21899999999999997,0.958,0.007494,2.79e-05,0.00036,0.018000000000000002,4.5e-07,0.00054,0.0,0.0029500000000000004,0.235,1.0,3.6e-05
"gelato confezionato- fior di latte, in vaschetta",8.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.31,0.2,0.0,0.0,3.44,0.0,0.0,0.0,0.0,60.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.135,218.0,218.0,20.7,36.0,0.0,0.0,0.04,0.0,0.0004,0.0,0.0,0.0,7.000000000000003e-06,0.165,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,13.7,13.7,0.0,56.0,0.0,0.0,0.0,0.0,0.0,3.95,0.0001,100.0,0.51,0.15,0.0,4.2,4.2,0.0,8.0,0.0,,0.0001,0.0,,0.0,0.0,0.1,0.0,5.9999999999999995e-05,0.0,0.0,0.0,0.0,0.00011,0.0,8e-05,0.0,1.2e-07,0.00021,0.0,0.0003,0.0,20.7,6e-05
cetrioli,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.12,0.11,0.0,0.0,0.01,0.0,0.0,0.0,0.0,96.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.016,15.0,14.0,1.8,48.0,0.0,0.0,0.0,0.0,0.0003,0.54,0.21,0.7,9e-06,0.017,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,32.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0006,77.0,0.23,0.14,0.0,0.0,0.7,0.7,20.0,0.0,,2.9999999999999997e-05,0.0,,0.0,0.0,0.013,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,4e-05,0.011000000000000001,0.0,7.000000000000001e-05,0.0,8.999999999999999e-05,0.0,1.8,0.0
prezzemolo,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.09,0.01,0.0,0.0,0.22,0.0,0.0,0.0,0.0,87.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.22,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004200000000000001,,,5.0,0.000129,0.075,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,27.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0006,80.0,0.1,0.67,0.0,0.0,3.7,3.7,73.0,0.0,,0.00021,0.0,,0.0,0.0,0.02,0.0,0.0001,0.0,0.0,0.0,0.0,0.0004715,0.0,7.000000000000001e-05,0.162,0.0,0.00129,0.0,0.0009000000000000002,0.0,0.0,0.005658
feijoa,0.2,0.01,0.0,0.07400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,,0.13,0.0,0.2,0.06,0.01,0.0,0.11,0.14,0.0,0.00022999999999999998,0.03,81.9,0.037000000000000005,0.0,0.0,0.0,0.0,0.019,0.0,,,,,,,,,,,,,,,,,0.0,0.006,59.0,46.0,9.6,78.0,0.0,0.021,0.0,0.019,0.004,5.39,1.08,6.5,2.3e-05,0.387,4.5,0.0,0.027999999999999997,4.1,,0.0,0.019,0.009000000000000001,0.0,0.027999999999999997,0.0,0.8,0.8,16.0,0.037000000000000005,0.006999999999999999,0.0,0.0,0.006999999999999999,0.11,0.0002,67.0,0.26,0.225,0.019,0.0,0.7,0.7,6.0,2e-05,,1e-05,1.0,,6e-07,0.027999999999999997,0.018000000000000002,0.01,0.0,0.009000000000000001,0.019,0.006999999999999999,0.019,2.5e-06,0.0,5e-05,0.019,0.0,0.00017999999999999998,3.5000000000000016e-06,0.0001,0.012,9.6,3e-05
ricotta di pecora,7.36,0.0,0.0,0.904,0.0,0.0,0.0,0.0,0.0,0.0,1.704,1.704,0.66,0.32,0.35,1.46,0.04,2.19,2.85,0.16,0.00021,0.78,74.1,0.514,0.0,0.0,0.01,0.0,0.293,2.5e-06,0.66,1.46,0.04,2.85,0.16,0.78,2.19,0.32,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166,157.0,157.0,4.2,10.0,0.198,0.08199999999999999,0.049,0.373,0.0003,0.0,0.0,0.0,1.2e-05,0.153,0.0,0.0,0.182,0.0,0.092,4e-06,0.484,0.192,4.2,1.021,11.5,11.5,0.0,66.0,0.8140000000000001,0.015,0.0,0.0,0.20199999999999999,2.5,8.999999999999999e-05,100.0,0.68,0.098,0.602,9.5,9.5,0.0,24.0,5e-05,0.1,0.00018999999999999998,0.0,7.36,3.9e-06,0.428,0.085,1.26,2.9999999999999997e-05,0.373,0.45,0.096,0.5750000000000001,0.00022250000000000001,3e-07,2.9999999999999997e-05,0.0,1.8e-07,0.00021,0.0,0.0002,0.11,4.2,9.2e-05
cavolo cappuccio verde,0.01,0.0,0.0,0.0695,0.0,0.0,0.0,0.0,0.0,0.0,0.185,0.0,0.0,0.02,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,92.2,0.054000000000000006,0.0,0.0,0.0,0.0,0.0885,0.0,,,,,,,,,,,,,,,,,0.0,0.06,24.0,19.0,2.5,50.0,0.012,0.0,0.0,0.032,0.0011,2.26,0.32,2.75,5.9e-05,0.028999999999999998,0.0,0.0,0.050499999999999996,0.0,0.054000000000000006,0.0,0.033,0.027000000000000003,0.0,0.0565,0.0,0.1,0.1,5.0,0.033,0.0,0.0,0.0,0.011000000000000001,0.01,0.0006,93.0,0.05,0.26,0.0385,0.0,2.1,2.1,45.0,0.0,,4e-05,0.0,,0.0,0.044000000000000004,0.023,0.0,5.9999999999999995e-05,0.0195,0.04,0.011000000000000001,0.044500000000000005,9.5e-06,0.0,0.00016999999999999999,0.047,0.0,0.00015,0.0,0.00022999999999999998,0.0,2.5,0.000114
"pollo, fuso (coscia), con pelle",1.61,0.0,0.38,1.7719999999999998,0.0,0.11,0.03,0.02,0.0,0.0,2.708,2.708,0.0,0.79,0.03,0.01,0.03,1.36,0.99,0.18,0.00099,0.6,74.9,1.128,0.0,0.0,0.24,0.0,1.242,3e-06,0.0,0.01,0.03,0.99,0.18,0.6,1.36,0.79,0.03,0.0,0.02,0.38,0.03,0.0,0.0,0.11,0.0,0.008,125.0,125.0,0.0,0.0,0.226,0.1,0.094,0.727,0.0007,0.0,0.0,0.0,8e-06,0.11,0.0,0.0,0.9940000000000001,0.0,0.095,8e-06,0.9259999999999999,0.532,0.0,1.476,5.7,5.7,0.0,41.0,1.617,0.021,0.0,1e-05,0.537,1.61,0.004900000000000001,67.0,1.58,0.258,0.8150000000000001,18.4,18.4,0.0,59.0,8.999999999999999e-05,1.0,0.00027,0.0,1.61,1.3000000000000001e-05,0.8320000000000001,0.08700000000000001,0.0,0.00011999999999999999,0.591,0.878,0.193,0.988,0.0,1e-06,0.00022999999999999998,0.0,5e-07,0.00016999999999999999,0.0,0.0017199999999999997,0.14,0.0,0.0
daino,0.3,0.0,0.09,2.1,0.0,0.0,0.02,0.0,0.0,0.0,,3.5500000000000003,0.0,0.17,0.03,0.0,0.0,0.12,0.18,0.03,0.0,0.12,76.15,1.3869999999999998,0.0,0.0,0.04,0.0,1.466,0.0,,,,,,,,,,,,,,,,,0.0,0.016,95.0,95.0,0.0,0.0,0.171,0.064,0.043,1.4405000000000001,0.0028,0.0,0.0,0.0,4e-06,0.40299999999999997,0.0,0.0,1.023,0.0,0.1,6e-06,1.0185,0.774,0.0,2.016,1.2,1.2,0.0,11.0,1.746,0.027999999999999997,0.0,4e-05,0.5395000000000001,0.15,0.0064,100.0,0.35,0.34900000000000003,0.966,21.0,21.0,0.0,89.0,0.00033,,0.00047999999999999996,0.0,,1e-05,0.81,0.081,0.0,0.00022,0.7879999999999999,0.966,0.27849999999999997,1.275,0.0,6.3e-06,0.00037,0.0,4e-07,0.0002,0.0,0.0027,0.32,0.0,0.0
