name,acido aspartico | g,acido fitico | g,acido glutamico | g,acqua | g,alanina | g,alcol | g,amido | g,aminoacido limitante,arginina | g,c12:0 | g,c14:0 | g,c14:1 | g,c16:0 | g,c16:1 | g,c18:0 | g,c18:1 | g,c18:2 | g,c18:3 | g,c20:0 | g,c20:1 | g,c20:4 | g,c20:5 | g,c22:0 | g,c22:1 | g,c22:6 | g,calcio | g,carboidrati disponibili | g,categoria,cistina | g,codice alimento,colesterolo | g,energia | kj,energia | kcal,fenilalanina | g,ferro | g,fibra insolubile | g,fibra solubile | g,fibra totale | g,fosforo | g,glicina | g,indice chimico,isoleucina | g,istidina | g,leucina | g,lipidi | g,lisina | g,magnesio | g,metionina | g,niacina | g,nome scientifico,potassio | g,prolina | g,proteine | g,rame | g,rapporto polinsaturi/saturi,riboflavina | g,selenio | g,serina | g,sodio | g,tiamina | g,tirosina | g,treonina | g,triptofano | g,valina | g,vitamina a retinolo eq. | g,vitamina c | g,vitamina e | g,zinco | g,zuccheri solubili | g
mais,0.599,,1.82,12.5,0.72,0.0,66.0,Lis.,0.43,0.0,0.28,0.0,0.1,0.0,0.1,0.87,1.42,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.015,75.1,Cereali e Derivati,0.20400000000000001,60.0,0.0,1475.0,353.0,0.481,0.0024,,,2.0,0.256,0.34700000000000003,49.0,0.357,0.268,1.168,3.8,0.261,0.12,0.194,0.0015,Zea mays,0.28700000000000003,0.88,9.2,0.00031,2.9,0.0002,1.55e-05,0.47500000000000003,0.035,0.00035999999999999997,0.35100000000000003,0.342,0.063,0.482,6.2e-05,0.0,,0.00221,2.5
"lenticchie in scatola, scolate",0.598,,0.795,75.1,0.231,0.0,13.4,Solf.,0.396,,,,,,,,,,,,,,,,,0.027,15.4,Legumi,0.054,4510.0,0.0,344.0,82.0,0.278,0.0023,3.79,0.36,4.2,0.077,0.202,79.0,0.242,0.123,0.418,0.5,0.35100000000000003,,0.045,,Lens esculenta,0.161,0.20600000000000002,5.0,0.00025,,,4e-06,0.276,0.357,,0.169,0.199,0.047,0.28400000000000003,,0.0,,0.0008,0.7
foglie di rapa,,,,92.5,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.169,2.8,Verdure e Ortaggi,,5340.0,0.0,91.0,22.0,,0.0027,,,,0.049,,,,,,0.1,,,,0.0018000000000000002,Brassica (rapa) campestris,,,2.6,,,0.00037,,,,8e-05,,,,,0.000299,0.081,,,2.8
"cuore di pollo, cotto",,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,Frattaglie,,115249.0,0.231,,,,,0.0,0.0,0.0,,,,,,,,,,,,Gallus gallus,,,,,,,,,,,,,,,,,,,
"minestre in scatola, crema di funghi",,,,89.6,,0.0,,,,,,,,,,,,,,,,,,,,0.017,4.2,Prodotti Vari,,900210.0,0.0,233.0,56.0,,0.0002,,,,0.021,,,,,,4.0,,,,0.0003,,0.041,,1.0,,,5e-05,,,0.398,1e-05,,,,,3e-06,5e-05,,,
cicoria di campo cruda,,,,93.4,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.074,0.7,Verdure e Ortaggi,,5240.0,0.0,42.0,10.0,,0.0007,,,3.6,0.031,,,,,,0.2,,,,0.0003,Cichorium intybus,,,1.4,,,0.00019,,,,3e-05,,,,,0.00021899999999999998,0.017,,,0.7
agnello cotto [tessuto muscolare privato del grasso visibile],,0.0,,42.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.015,0.0,Carni Fresche,,104029.0,0.11,1131.0,270.0,,0.0032,0.0,0.0,0.0,0.31,,,,,,14.2,,0.022,,0.0050999999999999995,Ovis agnus,0.47500000000000003,,35.6,0.00021,,0.00033,1.8999999999999998e-05,,0.16,0.0001,,,,,5e-08,0.0,,0.0058200000000000005,0.0
pappa per bambini alle verdure,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,Cereali e Derivati,,3060.0,,,,,,4.33,1.74,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anguilla di fiume,,0.0,,61.5,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.031,0.1,Prodotti della pesca,,120230.0,0.092,1092.0,261.0,,0.001,0.0,0.0,0.0,0.218,,,,,,23.7,,0.027,,0.0035,Anguilla anguilla,0.217,,11.8,,,0.0002,1.8e-05,,0.065,0.00015,,,,,0.0012,0.002,,,0.1
farina di frumento integrale,0.632,,3.529,13.4,0.428,0.0,59.7,Lis.,0.551,,,,,,,,,,,,,,,,,0.028,67.8,Cereali e Derivati,0.265,240.0,0.0,1334.0,319.0,0.592,0.003,6.51,1.92,8.4,0.3,0.49,50.0,0.49,0.265,0.8160000000000001,1.9,0.34700000000000003,,0.20400000000000001,0.005,Triticum aestivum,0.337,1.285,11.9,,,0.00016,,0.612,0.003,0.0004,0.40800000000000003,0.367,0.163,0.551,0.0,0.0,0.0004,,2.1
brie,,0.0,,48.6,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.54,0.05,Formaggi e latticini,,160410.0,0.098,1336.0,319.0,,0.0008,0.0,0.0,0.0,0.39,,,,,,26.9,,,,0.0004,,0.1,,19.3,,,0.00043,,,0.7000000000000001,4e-05,,,,,0.00031999999999999997,5e-05,,,0.05
"mandorle dolci, secche",2.453,1.28,5.377,5.1,0.913,0.0,0.8,Lis.,2.1710000000000003,0.0,0.05,0.0,3.48,0.38,0.94,39.06,10.54,0.3,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.24,4.6,Frutta,0.29,8540.0,0.0,2523.0,603.0,1.063,0.003,12.04,0.63,12.7,0.55,1.2630000000000001,38.0,0.843,0.647,1.45,55.3,0.484,0.264,0.194,0.003,Prunus amygdalus communis,0.78,1.058,22.0,0.00092,2.4,0.0004,1.5e-06,1.047,0.014,0.00023,0.618,0.5650000000000001,0.394,1.041,1e-06,0.0,0.026000000000000002,0.0025,3.7
"fegato di pollo, cotto",,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,Frattaglie,,115369.0,0.746,,,,,0.0,0.0,0.0,,,,,,,,,,,,Gallus gallus,,,,,,,,,,,,,,,,,,,
"salsiccia di suino, secca",,0.0,,28.2,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.031,0.0,Carni Trasformate e Conservate,,110720.0,,2149.0,514.0,,0.0043,0.0,0.0,0.0,0.266,,,,,,47.3,,,,0.0046,,,,22.0,,,0.0002,,,,0.00031,,,,,5e-08,0.0,,,0.0
"peperoni, gialli cotti [in forno a microonde senza aggiunta di acqua e di sale]",,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,Verdure e Ortaggi,,5624.0,0.0,,,,,,,,,,,,,,,,0.01,,,"Caspicum annuum, cv. grossum",,,,6e-05,,,,,,,,,,,,,,0.00076,
"pollo, fuso con pelle, cotto [in forno senza aggiunta di grassi e di sale e scolato dal grasso prodotto con la cottura]",,0.0,,58.7,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.008,0.0,Carni Fresche,,106403.0,0.091,842.0,201.0,,0.0012,0.0,0.0,0.0,,,,,,,8.5,,0.033,,,Gallus gallus,0.41300000000000003,,31.2,0.00015,,,,,0.136,,,,,,5e-08,0.0,,0.00333,0.0
fegato di pollo crudo,,0.0,,,,0.0,0.0,,,0.0,0.02,0.0,1.15,0.15,0.79,1.23,0.69,0.03,0.0,0.0,0.26,0.0,0.0,0.0,0.22,,,Frattaglie,,115360.0,0.555,,,,,0.0,0.0,0.0,,,,,,,6.3,,,,,Gallus gallus,,,,,0.6,,,,,,,,,,0.0366,,,,
"tacchino, sovracoscio, senza pelle, cotto [in forno senza aggiunta di grassi e di sale e scolato dal grasso prodotto con la cottura]",,0.0,,61.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.008,0.0,Carni Fresche,,106963.0,0.108,761.0,182.0,,0.0015,0.0,0.0,0.0,,,,,,,6.8,,0.035,,,Meleagris gallopavo,0.47500000000000003,,30.2,0.00019,,,,,0.114,,,,,,5e-08,0.0,,0.0049299999999999995,0.0
coregone,,0.0,,75.3,,0.0,0.0,,,0.0,0.16,0.0,0.78,0.36,0.17,0.18,0.15,0.16,0.01,0.01,0.05,0.5,0.0,0.0,0.47,0.089,0.1,Prodotti della pesca,,120710.0,,564.0,135.0,,0.0009000000000000001,0.0,0.0,0.0,0.263,,,,,,6.5,,,,0.004,Coregone albula,0.4,,19.0,,1.7,7.000000000000001e-05,,,,7.000000000000001e-05,,,,,9.6e-05,0.0,,,0.1
cioccolato al latte,,,,0.8,,0.0,0.05,,,0.21,0.66,0.07,9.2,0.17,10.38,11.14,1.11,0.1,0.31,0.03,0.0,0.0,0.07,0.0,0.0,0.262,50.5,Dolci,,203010.0,0.01,2281.0,545.0,,0.003,,,3.2,0.20700000000000002,,,,,,36.3,,,,0.0006,,0.42,,7.3,,0.1,0.00039000000000000005,,,0.12,8.999999999999999e-05,,,,,2.4999999999999998e-05,0.0,,,50.5
ravanelli,,,,95.6,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.039,1.8,Verdure e Ortaggi,,5670.0,0.0,45.0,11.0,,0.0009000000000000001,1.23,0.07,1.3,0.029,,,,,,0.1,,,,0.0004,Raphanus sativus,0.24,,0.8,,,2e-05,,,0.059000000000000004,3e-05,,,,,5e-08,0.018000000000000002,,,1.8
mele fresche - imperatore,,0.06,,86.2,,0.0,0.05,,,,,,,,,,,,,,,,,,,,11.3,Frutta,,7170.0,0.0,184.0,44.0,,,,,1.9,,,,,,,0.1,,,,,Pyrus malus (Malus pumila),,,0.2,,,,,,,,,,,,,0.007,,,11.3
"cefalo muggine, uova [bottarga]",2.723,0.0,4.53,30.5,2.453,0.0,0.0,,1.938,,,,,,,,,,,,,,,,,,0.0,Prodotti della pesca,0.554,120590.0,0.44,1562.0,373.0,1.697,,0.0,0.0,0.0,,1.839,,1.7570000000000001,,2.822,25.7,3.497,,0.8240000000000001,,Mugil cephalus,,3.688,35.5,,,,,1.917,,,1.466,1.516,0.547,1.569,,0.0,,,0.0
cavolo verza crudo,,,,90.7,,0.0,0.05,,,,,,,,,,,,,,,,,,,,,Verdure e Ortaggi,,5210.0,0.0,,,,,2.53,0.35,2.9,,,,,,,0.1,,,,,"Brassica oleracea, cv. capitata",,,2.0,,,,,,,,,,,,,,,,
caciottina vaccina,1.28,0.0,3.36,46.0,0.59,0.0,0.0,Trip.,0.71,,,,,,,,,,,,,,,,,,3.0,Formaggi e latticini,0.14,160850.0,0.07100000000000001,1357.0,324.0,1.0,,0.0,0.0,0.0,,0.37,99.0,0.92,0.55,1.72,25.4,1.45,,0.61,,,,1.99,21.1,,,,,1.02,,,1.07,0.75,0.23,1.1400000000000001,,5e-05,0.00034,,3.0
boga,,0.0,,79.3,,0.0,0.0,,,0.0,0.16,0.0,0.1,0.06,0.07,0.38,0.02,0.05,0.0,0.01,0.05,0.07,0.0,0.03,0.14,0.065,0.8,Prodotti della pesca,,120400.0,0.025,364.0,87.0,,0.0040999999999999995,0.0,0.0,0.0,,,,,,,1.2,,0.022,,,Boops boops,0.34800000000000003,,18.3,0.0009000000000000001,0.7,,,,,,,,,,,5e-05,,0.002,0.8
olio di mais,0.0,0.0,0.0,0.05,0.0,0.0,0.0,,0.0,0.0,0.57,0.0,11.69,0.4,2.3,29.88,49.83,0.6,0.4,0.19,0.0,0.0,0.0,0.19,0.0,5e-05,0.0,Olii e Grassi,0.0,9660.0,0.0,3762.0,899.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,99.9,0.0,,0.0,0.0,Zea mays,5e-05,0.0,0.0,,3.4,0.0,5e-08,0.0,5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0345,5e-05,0.0
miglio decorticato,,0.72,,12.6,,0.0,62.9,,,,,,,,,,,,,,,,,,,0.017,74.1,Cereali e Derivati,,81.0,0.0,1505.0,360.0,,0.0035,,,3.1,0.3,,,,,,4.2,,0.16,,,Panicum miliaceum,0.17400000000000002,,11.0,0.00055,,,,,0.001,,,,,,,,,0.0023,4.9
fecola di patate,,,,16.1,,0.0,74.2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,90.7,Prodotti Vari,,504100.0,0.0,1447.0,346.0,,0.0003,,,,0.027,,,,,,0.0,,,,5e-05,Solanum tuberosum,,,1.4,,,5e-05,,,,5e-05,,,,,0.0,0.0,,,9.1
"sogliola, surgelata",1.7710000000000001,0.0,2.6630000000000003,79.4,0.987,0.0,0.0,Trip.,1.0210000000000001,0.0,0.03,0.0,0.12,0.08,0.03,0.13,0.05,0.07,0.0,0.05,0.18,0.22,0.0,0.01,0.32,0.011,0.1,Prodotti della pesca,0.132,123110.0,0.025,340.0,81.0,0.646,0.0004,0.0,0.0,0.0,0.17400000000000002,0.716,100.0,0.8170000000000001,0.455,1.336,1.3,1.62,0.019,0.394,0.0038,Solea solea,0.28,0.5720000000000001,17.3,0.0002,4.4,0.00012,3.6e-05,0.771,0.12,8e-05,0.623,0.793,0.217,0.903,0.0,0.0,,0.0015,0.1
"uva, succo, in cartone",,,,81.4,,0.0,0.0,,,0.0,0.05,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,17.3,Frutta,,7420.0,0.0,277.0,66.0,,0.0003,0.0,0.0,0.0,0.01,,,,,,0.05,,,,,Vitis vinifera,0.12,,0.3,,1.0,6e-05,,,0.002,2e-05,,,,,1.4999999999999999e-05,0.34,5e-05,,17.3
peschenoci senza buccia,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,Frutta,,7330.0,0.0,,,,,0.65,0.85,1.5,,,,,,,,,,,,Prunus persica,,,,,,,,,,,,,,,,,,,
caramelle dure,5e-05,0.0,5e-05,2.7,5e-05,0.0,0.0,,5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.6,Dolci,5e-05,202010.0,0.0,1437.0,344.0,5e-05,0.0,0.0,0.0,0.0,0.0,5e-05,,5e-05,5e-05,5e-05,0.0,5e-05,,5e-05,0.0,,,5e-05,0.05,,,0.0,,5e-05,,0.0,5e-05,5e-05,5e-05,5e-05,0.0,0.0,0.0,,91.6
bovino adulto o vitellone - fesa - [tessuto muscolare privato del grasso visibile],2.115,0.0,3.717,75.2,1.341,0.0,0.0,Trip.,1.308,0.0,0.04,0.03,0.31,0.05,0.22,0.45,0.17,0.03,0.0,0.0,0.05,0.04,0.0,0.04,0.02,0.004,0.0,Carni Fresche,0.23800000000000002,101160.0,,433.0,103.0,0.889,0.0018000000000000002,0.0,0.0,0.0,0.214,1.083,100.0,0.9420000000000001,0.841,1.875,1.8,1.984,0.018000000000000002,0.626,0.0063,Bos taurus,0.342,0.896,21.8,5e-05,0.6,0.00026000000000000003,3e-06,0.892,0.041,0.00015,0.772,0.889,0.244,1.053,5e-08,0.0,,0.0039,0.0
mandarini,,0.0,,81.4,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.032,17.6,Frutta,,8060.0,0.0,303.0,72.0,,0.0003,1.03,0.67,1.7,0.019,,,,,,0.3,,,,0.0003,Citrus aurantium var. nobilis,0.21,,0.9,,,7.000000000000001e-05,,,0.001,8e-05,,,,,1.8e-05,0.042,,,17.6
"peperoni, rossi crudi",,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,Verdure e Ortaggi,,5630.0,0.0,,,,,,,,,,,,,,0.3,,0.018000000000000002,,,"Caspicum annuum, cv. grossum",,,,8e-05,,,,,,,,,,,,,,0.00136,
burro d'arachidi,,0.0,,,,0.0,,,,0.0,0.0,0.0,5.8,0.0,2.82,26.49,13.45,0.0,0.72,0.72,0.0,0.0,1.28,0.0,0.0,,,Olii e Grassi,,9010.0,0.0,,,,,0.0,0.0,0.0,,,,,,,53.7,,,,,Arachis hypogaea,,,,,1.3,,,,,,,,,,,,,,
"peperoni, cotti [saltati in padella senza aggiunta di grassi e di sale]",,,,55.4,,0.0,0.0,,,,,,,,,,,,,,,,,,,,24.3,Verdure e Ortaggi,,5606.0,0.0,525.0,125.0,,,0.93,0.75,1.7,,,,,,,1.5,,,,,"Caspicum annuum, cv. grossum",,,5.2,,,,,,,,,,,,,,,,24.3
"trota, surgelata, cotta [in forno a microonde senza aggiunta di acqua e di sale]",,0.0,,68.5,,0.0,0.0,,,0.0,0.07,0.0,0.41,0.1,0.1,0.41,0.22,0.01,0.0,0.1,0.03,0.12,0.0,0.05,0.53,,0.0,Prodotti della pesca,,124014.0,0.062,567.0,136.0,,,0.0,0.0,0.0,,,,,,,3.2,,,,,Salmo trutta,,,26.7,,1.7,,,,,,,,,,5e-08,5e-05,,,0.0
"gelato confezionato- cono con panna, scaglie di cioccolato e noccioline",,,,41.1,,0.0,,,,,,,,,,,,,,,,,,,,0.096,33.3,Dolci,,206280.0,,1365.0,326.0,,,,,,0.131,,,,,,20.5,,,,,,,,4.2,,,,,,,,,,,,,,,,
mortadella di bovino e suino,,0.0,,44.2,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.04,0.5,Carni Trasformate e Conservate,,110210.0,,1624.0,388.0,,0.0022,0.0,0.0,0.0,0.18,,,,,,37.0,,,,0.0031000000000000003,,,,13.3,,,0.00015,,,,0.0001,,,,,,0.0,,,0.5
"agnello, coscio crudo [tessuto muscolare privato del grasso visibile]",,0.0,,76.9,,0.0,0.0,,,0.01,0.08,0.0,0.54,0.04,0.31,0.81,0.24,0.01,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.01,0.0,Carni Fresche,,104030.0,0.07100000000000001,429.0,103.0,,0.002,0.0,0.0,0.0,0.213,,,,,,2.5,,0.02,,0.00541,Ovis agnus,0.338,,20.0,0.00019,0.3,0.0002,1.8e-05,,0.068,0.00016,,,,,5e-08,0.0,,0.00331,0.0
cipolle crude,,,,92.1,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.025,5.7,Verdure e Ortaggi,,5300.0,0.0,110.0,26.0,,0.0004,0.88,0.16,1.0,0.035,,,,,,0.1,,,,0.0005,Allium cepa,0.14,,1.0,,,3e-05,,,0.01,2e-05,,,,,3e-06,0.005,,,5.7
"gamberi, freschi",,0.0,,80.1,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.11,2.9,Prodotti della pesca,,128100.0,0.15,296.0,71.0,,0.0018000000000000002,0.0,0.0,0.0,0.34900000000000003,,,,,,0.6,,0.039,,0.0032,Crangon vulgaris,0.266,,13.6,0.0007,,0.0001,2.9999999999999997e-05,,0.146,8e-05,,,,,2e-06,0.002,,0.0019,2.9
cuore di pollo crudo,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,Frattaglie,,115240.0,0.17,,,,,0.0,0.0,0.0,,,,,,,,,,,,Gallus gallus,,,,,,,,,,,,,,,,,,,
struzzo crudo [tessuto muscolare privato del grasso visibile],,0.0,,76.1,,0.0,0.0,,,0.0,0.0,0.0,0.16,0.0,0.12,0.03,0.15,0.05,0.0,0.26,0.05,0.01,0.0,0.0,0.0,,0.0,Carni Fresche,,108900.0,0.057,384.0,92.0,,,0.0,0.0,0.0,,,,,,,0.9,,,,,Struthio camelus,,,20.9,,1.0,,,,,,,,,,,0.0,,,0.0
avena,,,,,,0.0,,,,0.0,0.17,0.0,1.11,0.09,0.08,2.44,2.66,0.43,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,,Cereali e Derivati,,10.0,0.0,,,,,,,,,,,,,,7.1,,,,,Avena sativa,,,,,2.1,,,,,,,,,,0.0,0.0,,,
bovino adulto o vitellone - tagli anteriori,1.964,0.0,3.41,,1.286,0.0,0.0,Trip.,1.307,0.0,0.15,0.22,1.14,0.15,0.79,1.54,0.77,0.13,0.0,0.0,0.23,0.09,0.0,0.17,0.09,0.01,0.0,Carni Fresche,0.231,101120.0,0.059000000000000004,607.0,145.0,0.805,0.0013000000000000002,0.0,0.0,0.0,0.18,1.245,83.0,0.881,0.717,1.686,7.0,1.817,0.017,0.5630000000000001,0.0048,Bos taurus,0.291,0.9580000000000001,20.5,5e-05,0.7,0.00015,,0.807,0.043000000000000003,0.0001,0.67,0.842,0.186,0.965,5e-08,0.0,,0.00447,0.0
"fagioli, dall'occhio secchi",,0.44,,10.3,,0.0,42.6,,,,,,,,,,,,,,,,,,,0.037,50.9,Legumi,,4220.0,0.0,1226.0,293.0,,0.0088,11.7,1.0,12.7,0.43,,,,,,1.4,,,,,Phaseolus vulgaris,0.125,,22.4,,,,,,0.014,,,,,,,,,,4.0
sardine fresche,0.192,0.0,0.245,60.7,0.17200000000000001,0.0,0.0,Fenil.,0.089,0.0,0.85,0.0,2.73,0.94,0.55,1.5,0.18,0.69,0.0,0.0,1.05,1.73,0.0,0.0,2.35,,,Prodotti della pesca,0.027,122800.0,0.065,,,0.065,,0.0,0.0,0.0,,0.17300000000000001,90.0,0.08600000000000001,0.08,0.158,15.4,0.156,0.07,0.054,,Sardina pilchardus,,0.179,20.3,0.0016,1.3,,5.8e-05,0.1,,,0.048,0.099,,0.109,,5e-05,,0.0039,
biscotti wafers,,,,4.0,,0.0,45.0,,,,,,,,,,,,,,,,,,,0.073,77.6,Cereali e Derivati,,990.0,,1901.0,454.0,,0.0016,,,1.6,0.083,,,,,,15.0,,,,,,0.16,,7.1,,,,,,0.07,,,,,,0.0,0.0,,,26.7
"agnello, costoletta, cotta [tessuto muscolare privato del grasso visibile, cotta in forno senza aggiunta di grassi e di sale]",,0.0,,66.5,,0.0,0.0,,,0.02,0.16,0.01,0.94,0.08,0.52,1.42,0.32,0.01,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.012,0.0,Carni Fresche,,104043.0,0.10400000000000001,638.0,153.0,,0.0022,0.0,0.0,0.0,0.223,,,,,,4.2,,0.02,,0.00518,Ovis agnus,0.309,,28.7,0.00017999999999999998,0.2,0.00026000000000000003,1.8e-05,,0.07100000000000001,0.00014000000000000001,,,,,5e-08,0.0,,0.00359,0.0
puntarelle,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,Verdure e Ortaggi,,5260.0,0.0,,,,,1.46,1.23,2.7,,,,,,,,,,,,Cichorium intybus,,,,,,,,,,,,,,,,,,,
ricotta di bufala,,0.0,,67.3,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.34,3.7,Formaggi e latticini,,166800.0,,885.0,212.0,,,0.0,0.0,0.0,0.38,,,,,,17.3,,,,,,,,10.5,,,,,,,,,,,,,0.0,,,3.7
salame brianza,2.5260000000000002,0.0,3.765,36.3,1.645,0.0,0.0,Trip.,1.813,0.0,0.47,0.04,5.93,0.96,3.01,12.45,3.94,0.28,0.0,0.06,0.19,0.35,0.0,0.07,0.12,0.012,1.0,Carni Trasformate e Conservate,0.336,110600.0,0.084,1608.0,384.0,1.145,0.0013000000000000002,0.0,0.0,0.0,0.229,1.474,90.0,1.287,1.087,2.195,30.5,2.35,0.026000000000000002,0.774,,,0.47300000000000003,1.242,26.5,0.00025,0.5,0.00016,,1.191,1.827,0.00019,0.961,1.319,0.264,1.41,5e-08,0.0,,0.0035800000000000003,1.0
"riso brillato, cotto [bollito in acqua distillata senza aggiunta di sale]",,,,72.6,,0.0,21.9,,,,,,,,,,,,,,,,,,,0.01,24.2,Cereali e Derivati,,105.0,0.0,417.0,100.0,,0.0002,0.11,0.09,0.2,0.028,,,,,,0.1,,0.009000000000000001,,0.0004,Oryza sativa,0.028,,2.0,6e-05,,1e-05,4e-06,,0.001,3e-05,,,,,0.0,0.0,5e-05,0.0005,0.1
whisky,5e-05,0.0,5e-05,65.9,5e-05,35.0,0.0,,5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,Bevande Alcooliche,5e-05,408900.0,0.0,1025.0,245.0,5e-05,0.0,0.0,0.0,0.0,0.0,5e-05,,5e-05,5e-05,5e-05,0.0,5e-05,,5e-05,0.0,,0.0,5e-05,0.05,,,0.0,,5e-05,0.0,0.0,5e-05,5e-05,5e-05,5e-05,0.0,0.0,0.0,,0.05
"faraona, petto, senza pelle, crudo",2.383,0.0,4.005,74.2,1.609,0.0,0.2,Trip.,1.766,0.0,0.03,0.0,0.4,0.05,0.19,0.62,0.44,0.04,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.01,0.2,Carni Fresche,0.762,106050.0,0.032,506.0,121.0,1.149,0.0008,0.0,0.0,0.0,0.17,1.246,82.0,1.307,1.428,2.202,1.9,2.19,0.02,0.738,0.0091,Numida meleagris,0.34,0.98,25.8,0.00011,0.8,0.00015,,,0.05,0.00014000000000000001,0.98,1.077,0.218,1.307,5e-08,0.0,,0.00055,0.0
"cernia, surgelata",,0.0,,78.5,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.011,0.5,Prodotti della pesca,,120610.0,,368.0,88.0,,0.0003,0.0,0.0,0.0,0.128,,,,,,2.0,,,,0.0004,Epinephelus guaza,,,17.0,,,0.00012,,,,4e-05,,,,,,0.0,,,0.5
mele fresche senza buccia,,0.06,,82.5,,0.0,0.05,,,,,,,,,,,,,,,,,,,0.007,13.7,Frutta,,7110.0,0.0,224.0,53.0,,0.0003,1.44,0.55,2.0,0.012,,,,,,0.1,,,,0.0003,Pyrus malus (Malus pumila),0.125,,0.3,,,2e-05,,,0.002,2e-05,,,,,8e-06,0.006,,,13.7
pancetta magretta,2.098,0.0,3.164,47.8,1.385,0.0,0.0,Trip.,1.315,0.0,0.42,0.0,5.67,0.7,3.08,10.77,2.19,0.16,0.04,0.21,0.11,0.0,0.0,0.0,0.0,0.01,0.0,Carni Trasformate e Conservate,0.243,110300.0,0.065,1316.0,315.0,0.898,0.0009000000000000001,0.0,0.0,0.0,,1.172,85.0,1.131,0.857,1.829,25.3,1.949,0.021,0.538,,,0.322,0.905,21.7,0.00011,0.3,,,0.855,1.686,,0.768,0.9590000000000001,0.20400000000000001,1.2610000000000001,,0.0,,0.0023,0.0
pasta all'uovo secca cruda,0.633,,4.122,12.5,0.41500000000000004,0.0,69.0,Lis.,0.513,,,,,,,,,,,,,,,,,0.022,77.9,Cereali e Derivati,0.28500000000000003,870.0,0.094,1530.0,366.0,0.593,0.0021000000000000003,,,3.2,0.199,0.367,47.0,0.49,0.246,0.897,2.4,0.354,,0.23900000000000002,,,0.164,1.2710000000000001,13.0,,,0.00019,,0.6890000000000001,0.017,0.00014000000000000001,0.339,0.393,0.126,0.587,3.5e-05,0.0,,,2.0
anona,,,,78.2,,0.0,,,,,,,,,,,,,,,,,,,,0.017,15.8,Frutta,,7480.0,0.0,286.0,68.0,,0.0003,,,2.2,,,,,,,0.2,,,,0.0008,Annona atemoya,0.25,,1.8,,,8e-05,,,0.004,5e-05,,,,,5e-08,0.043000000000000003,,,
"spigola d'allevamento, filetti",,0.0,,69.9,,0.0,0.0,Trip.,,0.0,0.34,0.0,0.91,0.57,0.19,1.12,0.37,0.02,0.0,0.37,0.37,0.48,0.0,0.07,0.78,0.03,0.8,Prodotti della pesca,,123220.0,0.075,625.0,149.0,1.5310000000000001,,0.0,0.0,0.0,1.1500000000000001,,100.0,0.914,0.552,1.655,6.8,2.021,,0.897,,Morone labrax,,,21.3,,1.8,,,,,,,0.967,0.249,1.044,,5e-05,,,0.8
grissini,,,,8.5,,0.0,60.2,,,,,,,,,,,,,,,,,,,0.013000000000000001,68.4,Cereali e Derivati,,2000.0,,1802.0,431.0,,0.0023,,,3.5,0.162,,,,,,13.9,,,,0.0009000000000000001,,,,12.3,,,8e-05,,,,0.00012,,,,,0.0,0.0,,,2.2
