name,acqua | g,calorie | kcal,fibra alimentare | g,proteine totali | g,proteine animali | g,proteine vegetali | g,glucidi disponibili | g,glucidi solubili | g,amido | g,lipidi totali | g,lipidi animali | g,lipidi vegetali | g,lipidi saturi totali | g,acido oleico | g,monoinsaturi totali | g,acido linoleico | g,acido linolenico | g,altri polinsaturi | g,polinsaturi totali | g,colesterolo | g,alcool | g,ferro | g,calcio | g,sodio | g,potassio | g,fosforo | g,zinco | g,tiamina (vit.b1) | g,vitamina b6 | g,riboflavina | g,niacina (vit. pp) | g,vitamina c | g,acido folico | g,retinolo (equivalente) | g,retinolo | g,carotene | g,vitamina d | g,vitamina e | g
"farina di frumento, tipo 00",14.2,343.0,2.5,11.0,0.0,11.0,78.0,1.7,76.3,0.7,0.0,0.7,0.16,0.08,0.08,0.41,0.41,0.0,0.82,0.0,0.0,0.0007,0.017,0.003,0.126,0.076,0.0006,0.0001,0.0,3e-05,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.00016
"capriolo [cervus spp], coscia",74.4,103.0,0.0,22.2,22.2,0.0,0.0,0.0,0.0,1.6,1.6,0.0,0.63,0.42,0.44,0.2,0.2,0.07,0.47,0.05,0.0,0.0033,0.005,0.055,0.34,0.21,0.0024,0.00022,0.0,0.00025,0.0064,0.0,0.0,0.0,0.0,0.0,4e-07,0.0002
succo di spinaci,95.4,10.0,0.9,1.4,0.0,1.4,0.5,0.5,0.0,0.3,0.0,0.3,0.03,0.02,0.02,0.03,0.03,0.0,0.06,0.0,0.0,0.0014,0.001,0.073,0.41200000000000003,0.044,0.0002,3e-05,0.0,0.00017,0.0002,0.0,0.07,0.00022533,0.0,0.001352,0.0,0.00079
patate dolci [ipomaea batatas],73.7,87.0,2.3,1.2,0.0,1.2,21.3,5.7,15.6,0.3,0.0,0.3,0.06,0.01,0.01,0.11,0.11,0.0,0.22,0.0,0.0,0.0007,0.024,0.04,0.37,0.05,0.0003,0.00017,0.0,0.0,0.0005,0.023,0.017,0.000655,0.0,0.0039299999999999995,0.0,0.00456
yogurt di latte scremato,89.0,36.0,0.0,3.3,3.3,0.0,4.0,4.0,0.0,0.9,0.9,0.0,0.5,0.19,0.2,0.02,0.02,0.0,0.04,0.004,0.0,0.0001,0.094,0.058,0.185,0.074,0.0006,3e-05,0.0,0.00014000000000000001,0.0,0.0,0.017,1.3e-05,1.2e-05,6e-06,1e-08,1e-05
liquori da dessert (tra 31 e 35 %vol),40.8,313.0,0.0,0.0,0.0,0.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.2,0.0,0.0,0.006,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
montasio,32.0,411.0,0.0,30.3,30.3,0.0,0.0,0.0,0.0,32.2,32.2,0.0,19.98,8.81,10.42,0.66,0.66,0.0,1.32,0.1,0.0,0.0003,0.9500000000000001,0.757,0.099,0.61,0.0023,3e-05,0.0,0.00039000000000000005,0.0,0.0,0.012,0.0003625,0.000325,0.000225,2.5e-07,0.00058
scamorza affumicata,58.7,209.0,0.0,22.7,22.7,0.0,7.2,7.2,0.0,10.1,10.1,0.0,6.28,2.45,2.85,0.21,0.21,0.0,0.42,0.065,0.0,0.0002,0.392,0.137,0.038,0.229,0.0043,5e-05,0.0,0.00051,0.0004,0.0,0.019,0.00026832999999999995,0.00023999999999999998,0.00016999999999999999,1.6e-07,0.00033
funghi porcinelli [lecinum scabrum],88.5,24.0,6.5,3.1,0.0,3.1,1.6,1.3,0.3,0.6,0.0,0.6,0.13,0.0,0.0,0.06,0.06,0.0,0.12,0.0,0.0,0.0016,0.002,0.002,0.36,0.083,0.0001,0.0001,0.0,0.00044,0.004900000000000001,0.007,0.0,0.0,0.0,0.0,3.1e-06,0.00012
cognac,69.0,214.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"arance, scorza",72.5,97.0,10.6,1.5,0.0,1.5,14.4,14.4,0.0,0.2,0.0,0.2,0.02,0.03,0.04,0.03,0.03,0.0,0.06,0.0,0.0,0.0008,0.161,0.003,0.212,0.021,0.0003,0.00012,0.0,8.999999999999999e-05,0.0009000000000000001,0.136,0.0,4.2e-05,0.0,0.000252,0.0,0.00024
speck,44.7,301.0,0.0,28.3,28.3,0.0,0.5,0.5,0.0,20.9,20.9,0.0,5.72,8.4,9.44,3.13,3.13,0.62,6.88,0.09,0.0,0.0018000000000000002,0.019,2.7520000000000002,0.855,0.17,0.0044,0.00014000000000000001,0.0,0.00014000000000000001,0.0011,0.0,0.001,0.0,0.0,0.0,9e-07,0.00011
"granchio, polpa in scatola",79.2,77.0,0.0,18.1,18.1,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.1,0.05,0.09,0.01,0.01,0.17,0.19,0.07200000000000001,0.0,0.0028,0.12,0.55,0.1,0.14,0.0057,0.0,0.0,5e-05,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.001
grissini integrali,2.7,443.0,10.5,8.8,0.0,8.8,58.1,1.9,56.2,17.2,0.0,17.2,3.08,4.46,9.49,2.63,2.63,0.0,5.26,0.0,0.0,0.0031000000000000003,0.05,0.659,0.297,0.295,0.0022,0.0002,0.0,0.0001,0.0045000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.00392
bigne',37.4,318.0,0.5,4.6,3.0,1.6,43.0,30.0,13.0,15.4,15.1,0.3,7.37,4.45,5.04,0.97,0.97,0.05,1.99,0.189,0.0,0.0007,0.031,0.24,0.36,0.066,0.0001,2e-05,0.0,7.000000000000001e-05,0.0003,0.0,0.0,0.00026767,0.00025299999999999997,8.8e-05,2.5e-07,0.00125
"ovino, fegato",73.0,135.0,0.0,19.5,19.5,0.0,2.0,2.0,0.0,5.5,5.5,0.0,1.7,1.21,1.44,0.2,0.2,0.45,0.85,0.3,0.0,0.0126,0.008,0.067,0.3,0.364,0.0035,0.0004,0.0,0.00328,0.0131,0.033,0.181,0.015,0.014988,7.2e-05,3.8999999999999997e-07,0.0006
marsala tipico,57.7,205.0,0.0,0.1,0.0,0.1,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,0.0004,0.004,0.004,0.097,0.012,0.0,0.0,0.0,1e-05,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cavolo broccolo verde ramoso [brassica oleracea cv botritys cimosa],89.0,24.0,3.1,3.4,0.0,3.4,2.0,2.0,0.0,0.3,0.0,0.3,0.05,0.02,0.02,0.03,0.03,0.0,0.06,0.0,0.0,0.0012,0.07200000000000001,0.012,0.34,0.074,0.0006,8e-05,0.0,0.00021,0.0018000000000000002,0.077,0.0,0.00012299999999999998,0.0,0.0007379999999999999,0.0,0.0013000000000000002
"caramelle morbide, mou",4.8,430.0,0.0,2.1,2.1,0.0,71.1,70.0,1.1,17.2,17.2,0.0,10.71,4.33,4.97,0.39,0.39,0.0,0.78,0.017,0.0,0.0015,0.095,0.32,0.21,0.064,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
faraona [numida meleagris],68.9,158.0,0.0,23.4,23.4,0.0,0.0,0.0,0.0,6.5,6.5,0.0,1.77,2.0,2.43,1.19,1.19,0.17,2.55,0.074,0.0,0.0008,0.011,0.067,0.193,0.153,0.0011,6e-05,0.0,0.0001,0.0077,0.0,0.0,2.8e-05,2.8e-05,0.0,4e-07,0.0003
"suino, fegato",70.0,140.0,0.0,22.8,22.8,0.0,1.5,1.5,0.0,4.8,4.8,0.0,1.48,0.68,0.74,0.52,0.52,0.77,1.81,0.403,0.0,0.018000000000000002,0.01,0.108,0.356,0.362,0.007,0.0004,0.0,0.00298,0.0145,0.0,0.295,0.0165,0.0165,0.0,1.6999999999999998e-06,0.00051
"bovino, polmone",83.0,75.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.1,2.1,0.0,0.72,0.39,0.54,0.14,0.14,0.13,0.41,0.168,0.0,0.0067,0.015,0.198,0.34,0.17300000000000001,0.0013000000000000002,0.00023,0.0,0.00025,0.002,0.04,0.0,0.0,0.0,0.0,0.0,0.0
arachidi tostate e salate,1.9,602.0,6.9,24.5,0.0,24.5,7.1,3.8,3.3,53.0,0.0,53.0,7.56,23.88,24.43,14.56,14.56,0.0,29.12,0.0,0.0,0.0013000000000000002,0.037,0.4,0.81,0.41000000000000003,0.0029,0.00017999999999999998,0.0,0.0001,0.0136,0.0,0.0,0.0,0.0,0.0,0.0,0.00066
"patate, polvere istantanea",7.0,318.0,16.5,9.1,0.0,9.1,73.2,2.2,71.0,0.8,0.0,0.8,0.19,0.01,0.01,0.48,0.48,0.0,0.96,0.0,0.0,0.0024,0.089,1.19,1.55,0.22,0.0011,4e-05,0.0,0.00014000000000000001,0.0056,0.012,0.013000000000000001,0.0,0.0,0.0,0.0,0.00025
ricotta di pecora,63.0,271.0,0.0,8.4,8.4,0.0,3.2,3.2,0.0,25.1,25.1,0.0,17.51,4.69,5.45,0.38,0.38,0.0,0.76,0.051000000000000004,0.0,0.0006,0.084,0.256,0.037,0.196,0.0002,3e-05,0.0,0.00017999999999999998,0.0002,0.001,0.005,1.15e-05,9.999999999999999e-06,9e-06,1.8e-07,0.00011
foglie di rapa [brassica rapa],92.5,22.0,2.4,2.6,0.0,2.6,2.8,2.8,0.0,0.1,0.0,0.1,0.02,0.0,0.01,0.01,0.01,0.0,0.02,0.0,0.0,0.0027,0.169,0.034,0.249,0.048,0.0002,8e-05,0.0,0.00037,0.0018000000000000002,0.081,0.0,0.000299,0.0,0.001794,0.0,0.00244
birra chiara,93.5,34.0,0.0,0.2,0.0,0.2,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.001,0.01,0.035,0.028,0.0,0.0,0.0,3e-05,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0
fagioli [phaseolus vulgaris],62.3,104.0,10.6,6.4,0.0,6.4,19.4,1.3,18.1,0.6,0.0,0.6,0.12,0.05,0.05,0.14,0.14,0.0,0.28,0.0,0.0,0.003,0.044,0.002,0.65,0.18,0.0002,0.00044,0.0,0.0001,0.001,0.01,0.0,1.8e-05,0.0,0.000108,0.0,0.00023
cocomero [citrullus vulgaris],95.3,15.0,0.2,0.4,0.0,0.4,3.7,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.007,0.003,0.28,0.002,0.0001,2e-05,0.0,2e-05,0.0001,0.008,0.0,3.7e-05,0.0,0.000222,0.0,6e-05
insalata di riso,65.2,187.0,1.3,5.9,4.2,1.7,16.1,1.0,15.1,11.5,4.5,7.0,2.75,4.41,4.62,3.26,3.26,0.06,6.58,0.034,0.0,0.0008,0.079,0.43,0.121,0.1,0.0013000000000000002,5e-05,0.0,8.999999999999999e-05,0.0008,0.002,0.0,2.3670000000000002e-05,1.8e-05,3.4e-05,1.0999999999999999e-07,0.00285
farina di castagne,11.0,323.0,10.9,5.8,0.0,5.8,71.7,27.5,44.2,3.7,0.0,3.7,0.64,1.36,1.38,1.33,1.33,0.0,2.66,0.0,0.0,0.0032,0.05,0.011,0.847,0.164,0.0009000000000000001,0.00023,0.0,0.00037,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.00226
pinoli [pinus pinea],7.3,567.0,1.9,29.6,0.0,29.6,5.0,5.0,0.0,47.8,0.0,47.8,7.35,16.88,17.98,19.51,19.51,0.0,39.02,0.0,0.0,0.002,0.04,0.001,0.78,0.466,0.006500000000000001,0.00039000000000000005,0.0,0.00025,0.0027,0.0,0.057,9e-06,0.0,5.4e-05,0.0,0.0095
ravanelli [raphanus sativus],95.6,11.0,1.3,0.8,0.0,0.8,1.8,1.8,0.0,0.1,0.0,0.1,0.03,0.02,0.02,0.02,0.02,0.0,0.04,0.0,0.0,0.0009000000000000001,0.039,0.059000000000000004,0.24,0.029,0.0001,3e-05,0.0,2e-05,0.0004,0.018000000000000002,0.038,0.0,0.0,0.0,0.0,0.0
"limone, scorza",81.6,69.0,4.7,1.5,0.0,1.5,16.0,16.0,0.0,0.3,0.0,0.3,0.04,0.01,0.09,0.06,0.06,0.0,0.12,0.0,0.0,0.0008,0.13,0.006,0.16,0.012,0.0001,6e-05,0.0,8e-05,0.0004,0.13,0.011,4.9999999999999996e-06,0.0,2.9999999999999997e-05,0.0,0.00019
salame di suino,28.0,475.0,0.0,22.5,22.5,0.0,0.0,0.0,0.0,42.8,42.8,0.0,13.6,17.0,18.22,5.88,5.88,0.72,12.48,0.09,0.0,0.0024,0.021,1.85,0.16,0.246,0.0017,0.00032,0.0,0.0002,0.005,0.0,0.003,0.0,0.0,0.0,0.0,0.00028000000000000003
"vitello, coratella",78.0,103.0,0.0,17.1,17.1,0.0,1.6,1.6,0.0,3.2,3.2,0.0,1.71,0.97,1.16,0.14,0.14,0.2,0.48,0.23600000000000002,0.0,0.0155,0.011,0.115,0.352,0.244,0.0023,0.00034,0.0,0.00121,0.007,0.0,0.113,0.00416233,0.004089,0.00043999999999999996,8.1e-07,0.00051
"latte di vacca, parzialmente scremato, in polvere",4.2,418.0,0.0,28.8,28.8,0.0,50.2,50.2,0.0,12.7,12.7,0.0,6.28,3.03,3.32,0.35,0.35,0.0,0.7,0.066,0.0,0.0007,1.124,0.495,1.43,0.879,0.0036000000000000003,0.00032,0.0,0.0018000000000000002,0.0008,0.006,0.049,0.0001635,0.000149,8.7e-05,1.2e-07,0.00031
marsala all'uovo,0.0,150.0,0.0,0.0,0.0,0.0,12.4,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"fagioli mung [phaseolus aureus], secchi",11.0,279.0,13.9,23.9,0.0,23.9,42.4,1.5,40.9,1.1,0.0,1.1,0.22,0.08,0.08,0.26,0.26,0.0,0.52,0.0,0.0,0.006,0.089,0.012,1.25,0.36,0.0027,0.00035999999999999997,0.0,0.00026000000000000003,0.0021000000000000003,0.0,0.0,4e-06,0.0,2.4e-05,0.0,0.0005200000000000001
"vitello [bos taurus], carne magra",76.9,92.0,0.0,20.7,20.7,0.0,0.1,0.1,0.0,1.0,1.0,0.0,0.36,0.35,0.4,0.1,0.1,0.04,0.24,0.07,0.0,0.0023,0.014,0.089,0.36,0.214,0.0024,0.00015,0.0,0.00026000000000000003,0.0063,0.0,0.023,0.0,0.0,0.0,1.3e-06,0.00026000000000000003
"pollo [gallus gallus], intero",68.7,175.0,0.0,19.1,19.1,0.0,0.0,0.0,0.0,11.0,11.0,0.0,3.65,4.14,4.95,1.4,1.4,0.18,2.98,0.081,0.0,0.0015,0.011,0.07,0.26,0.194,0.0011,6e-05,0.0,0.00016,0.006500000000000001,0.0,0.009000000000000001,0.0,0.0,0.0,6e-07,0.00015
"suino, coscio",75.3,102.0,0.0,18.7,18.7,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.37,0.83,0.93,0.55,0.55,0.0,1.1,0.06,0.0,0.0016,0.012,0.076,0.37,0.233,0.0018000000000000002,0.00135,0.0,0.0002,0.0045000000000000005,0.0,0.001,0.0,0.0,0.0,5e-07,5e-05
"coniglio [oryctolagus cuniculus], carne semigrassa",70.9,138.0,0.0,22.1,22.1,0.0,0.5,0.5,0.0,5.3,5.3,0.0,2.04,0.98,1.22,0.53,0.53,0.0,1.06,0.065,0.0,0.0013000000000000002,0.017,0.067,0.36,0.18,0.0014,0.00017,0.0,0.00011,0.0037,0.0,0.0,0.0,0.0,0.0,0.0,0.00013000000000000002
"sedano rapa [apium graveolens, cv rapaceum]",88.0,23.0,5.1,1.9,0.0,1.9,3.8,3.8,0.0,0.1,0.0,0.1,0.03,0.02,0.02,0.05,0.05,0.0,0.1,0.0,0.0,0.0005,0.052000000000000005,0.091,0.46,0.09,0.0003,7.000000000000001e-05,0.0,0.00011,0.0005,0.0,0.051000000000000004,0.0,0.0,0.0,0.0,0.0005200000000000001
"tamari, salsa di soia",66.0,60.0,0.8,10.5,0.0,10.5,4.8,4.3,0.5,0.1,0.0,0.1,0.01,0.02,0.02,0.04,0.04,0.0,0.08,0.0,0.0,0.0024,0.02,5.586,0.212,0.13,0.0004,6e-05,0.0,0.00015,0.004,0.0,0.018000000000000002,0.0,0.0,0.0,0.0,0.0
tartufo nero [tuber melanosporum],76.3,31.0,8.5,6.0,0.0,6.0,0.7,0.7,0.0,0.5,0.0,0.5,0.11,0.0,0.0,0.05,0.05,0.0,0.1,0.0,0.0,0.0035,0.024,0.055,0.368,0.062,0.0038,5e-05,0.0,8.999999999999999e-05,0.002,0.0,0.044,0.0,0.0,0.0,0.0,0.00012
fiocchi di crusca di grano,3.0,319.0,17.3,10.2,0.0,10.2,69.7,19.0,50.7,1.9,0.0,1.9,0.44,0.21,0.21,1.1,1.1,0.0,2.2,0.0,0.0,0.04,0.05,0.91,0.54,0.37,0.0019,0.001,0.0,0.0015,0.016,0.035,0.0,0.0,0.0,0.0,0.0,0.0006
creme caramel,72.0,109.0,0.1,3.0,2.2,0.8,20.6,18.0,2.6,2.2,2.1,0.1,1.35,0.57,0.62,0.05,0.05,0.0,0.1,0.012,0.0,0.0,0.094,0.07,0.15,0.077,0.0003,3e-05,0.0,0.0002,0.0001,0.0,0.0,3.8329999999999994e-05,3.7e-05,8e-06,7e-08,0.00016
sale da cucina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.01,39.300000000000004,0.089,0.001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"riso [oryza sativa], brillato",12.9,362.0,1.4,7.0,0.0,7.0,87.6,0.2,87.4,0.6,0.0,0.6,0.14,0.15,0.15,0.21,0.21,0.0,0.42,0.0,0.0,0.0006,0.006,0.006,0.11,0.12,0.0013000000000000002,6e-05,0.0,3e-05,0.0013000000000000002,0.0,0.02,0.0,0.0,0.0,0.0,6e-05
"cavallo, fegato",67.8,145.0,0.0,22.4,22.4,0.0,5.3,5.3,0.0,4.0,4.0,0.0,1.47,0.54,0.64,0.22,0.22,0.55,0.99,0.3,0.0,0.009000000000000001,0.008,0.081,0.32,0.358,0.004,0.0003,0.0,0.0028799999999999997,0.0147,0.03,0.0,0.01099933,0.010804,0.0011719999999999999,1.1e-06,0.00042
succo di arancia e pompelmo non zuccherato,88.6,43.0,0.1,0.6,0.0,0.6,10.2,10.2,0.0,0.1,0.0,0.1,0.01,0.02,0.02,0.01,0.01,0.0,0.02,0.0,0.0,0.0005,0.008,0.003,0.158,0.014,0.0001,6e-05,0.0,3e-05,0.0003,0.0,0.014,1.2e-05,0.0,7.2e-05,0.0,7.000000000000001e-05
"noci, secche",6.3,660.0,6.2,15.8,0.0,15.8,6.3,3.9,2.4,63.7,0.0,63.7,5.21,8.77,8.92,31.82,31.82,0.0,63.64,0.0,0.0,0.0021000000000000003,0.083,0.002,0.368,0.38,0.0053,0.00045000000000000004,0.0,0.0001,0.0009000000000000001,0.0,0.066,8e-06,0.0,4.8e-05,0.0,0.00385
cono per gelato,2.8,366.0,3.0,10.1,0.0,10.1,78.8,1.1,77.7,3.3,0.0,3.3,0.49,1.25,1.26,1.17,1.17,0.0,2.34,0.0,0.0,0.002,0.17,0.093,0.19,0.13,0.0007,0.0002,0.0,4e-05,0.0023,0.0,0.0,0.0,0.0,0.0,0.0,0.00138
ostrica [ostrea edulis],85.7,69.0,0.0,10.2,10.2,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.17,0.05,0.21,0.02,0.02,0.16,0.2,0.098,0.0,0.006,0.186,0.51,0.26,0.267,0.045,0.0001,0.0,0.0002,0.0015,0.0,0.01,7.5e-05,7.5e-05,0.0,5.4e-07,0.00046
gorgonzola,42.4,359.0,0.0,19.4,19.4,0.0,0.1,0.1,0.0,31.2,31.2,0.0,15.08,7.32,8.17,0.52,0.52,0.0,1.04,0.08700000000000001,0.0,0.0003,0.612,1.45,0.138,0.356,0.0025,1e-05,0.0,0.00017999999999999998,0.0009000000000000001,0.0,0.0,0.00036399999999999996,0.000336,0.000168,2.4e-07,0.00054
liquirizia dolce,8.4,349.0,2.0,3.7,0.0,3.7,71.8,62.4,9.4,5.2,0.0,5.2,3.6,1.2,1.2,0.1,0.1,0.0,0.2,0.0,0.0,0.0073,0.17,0.057,0.6,0.044,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daikon [raphus sativus],93.0,15.0,1.5,0.8,0.0,0.8,2.9,2.9,0.0,0.1,0.0,0.1,0.03,0.02,0.02,0.02,0.02,0.0,0.04,0.0,0.0,0.0004,0.03,0.027,0.22,0.025,0.0003,3e-05,0.0,2e-05,0.0005,0.024,0.0,0.0,0.0,0.0,0.0,0.0
giardiniera sott'aceto,93.0,7.0,1.8,0.4,0.0,0.4,0.5,0.4,0.1,0.3,0.0,0.3,0.03,0.06,0.15,0.04,0.04,0.0,0.08,0.0,0.0,0.002,0.035,0.8210000000000001,0.07,0.023,0.0005,1e-05,0.0,1e-05,0.0001,0.004,0.0,3.667e-05,0.0,0.00021999999999999998,0.0,0.00031
giardiniera sott'olio,84.5,58.0,2.5,2.6,0.0,2.6,1.4,0.6,0.8,4.8,0.0,4.8,0.58,1.5,1.52,2.31,2.31,0.0,4.62,0.0,0.0,0.0009000000000000001,0.03,1.352,0.123,0.081,0.0004,8e-05,0.0,0.00011,0.0023,0.0,0.0,8.5e-06,0.0,5.1e-05,0.0,0.0025099999999999996
biscotti savoiardo,8.5,392.0,1.8,11.9,9.3,2.6,69.8,39.3,30.5,9.2,9.0,0.2,2.83,3.17,3.47,0.97,0.97,0.14,2.08,0.261,0.0,0.002,0.04,0.082,0.12,0.18,0.001,0.0001,0.0,0.00012,0.0,0.0,0.0,0.0,0.0,0.0,7e-07,0.00102
gouda stagionato,41.0,361.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,29.0,29.0,0.0,18.62,6.75,8.19,0.28,0.28,0.0,0.56,0.1,0.0,0.0005,0.6,1.25,0.1,0.38,0.0018000000000000002,3e-05,0.0,0.0002,0.0001,0.001,0.0,0.00039332999999999995,0.00035999999999999997,0.00019999999999999998,2.1999999999999998e-07,0.0005300000000000001
maionese,15.1,655.0,0.0,4.2,4.2,0.0,2.2,2.2,0.0,70.0,4.8,65.2,8.82,23.22,23.7,33.07,33.07,0.04,66.18,0.07,0.0,0.0005,0.018000000000000002,0.45,0.016,0.028,0.0005,2e-05,0.0,4e-05,0.0,0.0,0.004,0.00010266999999999999,8.599999999999999e-05,9.999999999999999e-05,3e-07,0.01899
groviera,32.1,388.0,0.0,30.6,30.6,0.0,1.5,1.5,0.0,29.0,29.0,0.0,17.44,8.58,9.31,1.3,1.3,0.0,2.6,0.08700000000000001,0.0,0.0005,1.123,0.332,0.08,0.685,0.0023,1e-05,0.0,0.00045000000000000004,0.0001,0.0,0.0,0.00031567,0.000283,0.000196,2.1999999999999998e-07,0.00051
"cavolo cappuccio rosso [brassica oleracea, cv capitata rubra]",92.3,20.0,1.0,1.9,0.0,1.9,2.7,2.7,0.0,0.2,0.0,0.2,0.03,0.01,0.01,0.04,0.04,0.01,0.09,0.0,0.0,0.001,0.06,0.032,0.3,0.024,0.0003,6e-05,0.0,5e-05,0.0006,0.052000000000000005,0.0,0.0,0.0,0.0,0.0,0.00017
"coniglio, carne magra",75.3,102.0,0.0,23.7,23.7,0.0,0.6,0.6,0.0,0.6,0.6,0.0,0.23,0.11,0.14,0.06,0.06,0.0,0.12,0.065,0.0,0.0013000000000000002,0.017,0.057,0.306,0.18,0.0012,0.00019,0.0,0.00012,0.004,0.0,0.0,0.0,0.0,0.0,0.0,1e-05
estratto di carne bovina,18.0,219.0,0.9,54.0,54.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.17,0.17,0.2,0.01,0.01,0.0,0.02,0.002,0.0,0.0013000000000000002,0.037,3.811,0.97,0.007,0.001,6e-05,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aranciata in lattina,86.0,38.0,0.0,0.1,0.0,0.1,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.011,0.0,0.018000000000000002,0.005,0.0002,0.0,0.0,0.0,0.0,0.001,0.0,1.567e-05,0.0,9.4e-05,0.0,0.0
gallina [gallus gallus],66.0,195.0,0.0,20.9,20.9,0.0,0.2,0.2,0.0,12.3,12.3,0.0,4.09,4.63,5.53,1.57,1.57,0.2,3.34,0.089,0.0,0.0016,0.015,0.06,0.32,0.20500000000000002,0.0008,0.0003,0.0,0.0001,0.004,0.0,0.0,0.0,0.0,0.0,6e-07,0.00014000000000000001
"latte di vacca, intero uht",87.0,61.0,0.0,3.2,3.2,0.0,4.7,4.7,0.0,3.4,3.4,0.0,2.11,0.93,1.1,0.07,0.07,0.0,0.14,0.014,0.0,0.0003,0.114,0.047,0.15,0.088,0.0004,5e-05,0.0,0.00019,0.0001,0.0,0.0,3.9999999999999996e-05,3.6e-05,2.4e-05,3e-08,6e-05
"suino [sus scrofa], carne semigrassa",60.0,268.0,0.0,17.2,17.2,0.0,0.0,0.0,0.0,22.1,22.1,0.0,10.11,6.09,6.86,4.02,4.02,0.0,8.04,0.062,0.0,0.0014,0.007,0.059000000000000004,0.3,0.158,0.0013000000000000002,0.00038,0.0,0.0001,0.004,0.0,0.001,0.0,0.0,0.0,9e-07,0.00011
"sgombro, filetti sott'olio",59.0,201.0,0.0,25.3,25.3,0.0,1.0,1.0,0.0,10.7,8.1,2.6,2.31,3.28,4.96,0.32,0.32,1.56,2.2,0.094,0.0,0.0009000000000000001,0.032,0.224,0.092,0.28,0.0005,0.00015,0.0,0.00022,0.006,0.0,0.001,0.000125,0.000125,0.0,2.8999999999999998e-06,0.00059
piccione giovane [columba livia],71.7,138.0,0.0,22.1,22.1,0.0,0.0,0.0,0.0,5.5,5.5,0.0,1.44,1.74,1.96,0.75,0.75,0.41,1.91,0.09,0.0,0.0015,0.012,0.055,0.26,0.2,0.0027,8e-05,0.0,0.00015,0.0075,0.0,0.004,0.0,0.0,0.0,4e-07,0.0001
olio di semi di girasole,0.0,899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9,0.0,99.9,11.24,32.91,33.37,49.89,49.89,0.0,99.78,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0492
salame milano,35.5,390.0,0.0,26.7,26.7,0.0,1.5,1.5,0.0,30.9,30.9,0.0,9.82,12.27,13.15,4.24,4.24,0.52,9.0,0.09,0.0,0.0016,0.05,2.339,0.707,0.356,0.0054,0.00024,0.0,0.00021,0.0025,0.0,0.003,0.0,0.0,0.0,0.0,0.00028000000000000003
latterini [atherina boyeri],73.2,145.0,0.0,14.6,14.6,0.0,0.0,0.0,0.0,9.6,9.6,0.0,2.18,1.47,2.56,0.13,0.13,3.65,3.91,0.06,0.0,0.0,0.888,0.12,0.36,0.35000000000000003,0.001,0.0,0.0,0.00022,0.0067,0.0,0.004,0.000113,0.000113,0.0,1.1e-05,0.00029
