name,acidi grassi monoinsaturi totali | g,acidi grassi polinsaturi totali | g,acidi grassi saturi totali | g,"acidi grassi, trans | g","acidi grassi, trans-monoenoici | g","acidi grassi, trans-polienoico | g",acido arachico | g,acido arachidonico | g,acido aspartico | g,acido beenico | g,acido decosaesaenoico (dha) | g,acido eicosapentaenoico (epa) | g,acido eicosenoico | g,acido erucico | g,acido fitico | g,acido folico (vit. b9 o m o folacina) | g,acido glutamico | g,acido glutammico | g,acido laurico | g,acido linoleico | g,acido linolenico | g,acido miristico | g,acido miristoleico | g,acido oleico | g,acido palmitico | g,acido palmitoleico | g,acido pantotenico | g,acido stearico | g,acqua | g,alanina | g,alcol | %,alcol | g,alpha-tocoferolo (vit. e) | g,altri acidi grassi polinsaturi | g,amido | g,arginina | g,beta-sistosterolo | g,betaina | g,biotina | g,c0:0 | g,c0:1 | g,"c0:2 n-6 c,c | g",c0:3 n-3 | g,c0:3 n-6 | g,c0:3 not further defined | g,c0:4 not further defined | g,c0:5 n-3 | g,c12:0 | g,c14:0 | g,c14:1 | g,c16:0 | g,c16:1 | g,c18:0 | g,c18:1 | g,c18:2 | g,c18:3 | g,c1:5 | g,c20:0 | g,c20:1 | g,c20:4 | g,c20:5 | g,c22:0 | g,c22:1 | g,c22:6 | g,c2:0 | g,c2:1 c | g,c2:1 not further defined | g,c2:1 t | g,c2:4 | g,c2:5 n-3 | g,c2:6 n-3 | g,c3:0 | g,c4:0 | g,c4:0÷c10:0 | g,c4:1 c | g,c4:1 | g,c5:0 | g,c5:1 | g,c6:0 | g,c6:1 c | g,c6:1 not further defined | g,c6:1 t | g,c7:0 | g,c7:1 | g,c8:0 | g,c8:1 c | g,c8:1 not further defined | g,c8:1 t | g,c8:2 clas | g,c8:2 i | g,"c8:2 n-6 c,c | g",c8:2 not further defined | g,c8:2 t not further defined | g,"c8:2 t,t | g","c8:3 n-3 c,c,c | g","c8:3 n-6 c,c,c | g",c8:3 not further defined | g,c8:3i | g,c8:4 | g,calcio | g,"calorie, ricalcolata con fibra | kcal","calorie, ricalcolata | kcal",campesterolo | g,carboidrati disponibili | g,carboidrati | %,"carotene, alfa | g",ceneri | g,cistina | g,cloro | g,colecalcifenolo (vit. d) | g,colesterolo | g,colina totale (vit. j) | g,"criptoxantina, beta | g",destrosio | g,fenilalanina | g,ferro | g,fibra insolubile | g,fibra solubile | g,fibra totale | g,fibre | g,fitosteroli | g,fluoro | g,folati totali | g,folato alimentare | g,fosforo | g,fruttosio | g,galattosio | g,glicina | g,glucosio | g,grassi | g,idrossiprolina | g,indice chimico | g,iodio | g,isoleucina | g,istidina | g,lattosio (mse) | g,leucina | g,licopene | g,lipidi animali | g,lipidi totali | g,lipidi vegetali | g,lipidi | %,lisina | g,luteina + zeaxantina | g,magnesio | g,maltosio (mse) | g,manganese | g,metionina | g,monoinsaturi totali | %,niacina | g,parte edibile | %,polinsaturi totali | %,potassio | g,prolina | g,proteine animali | g,proteine totali | g,proteine vegetali | g,proteine | %,rame | g,rapporto polinsaturi/saturi | g,retinolo equivalente | g,riboflavina | g,saccarosio (mse) | g,saturi totali | %,selenio | g,serina | g,sodio | g,"somma degli acidi butirrico, caproico, caprilico e caprico | g",stigmasterolo | g,tiamina | g,tirosina | g,tocoferolo beta | g,tocoferolo delta | g,tocoferolo gamma | g,treonina | g,triptofano | g,valina | g,vitamina a retinolo eq. | g,"vitamina b-12, aggiunta | g",vitamina b12 | g,vitamina b6 | g,vitamina c | g,vitamina d | g,vitamina d2 | g,vitamina d3 | g,"vitamina e, aggiunta | g",vitamina k | g,zinco | g,zolfo | g,zuccheri solubili | g,zuccheri | g,ß-carotene equivalente | g
"fette biscottate, vitaminizzate",,,0.83,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.27,0.13,0.0,0.0,1.43,0.0,0.0,0.0,0.0,4.0,0.0,,0.0,,0.0,80.8,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,417.0,410.0,,83.0,,,,0.0,0.0,,0.004,,,,0.0,0.0056,,,3.5,,,,2.6000000000000002e-05,,0.124,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,2.0,6.0,4.0,,0.0,,0.0,0.0,0.0,0.0,1.47,0.0072000000000000015,100.0,2.4,0.14,0.0,0.0,11.3,11.3,,0.0,,,0.00064,0.0,,0.0,0.0,0.206,0.0,,0.0005600000000000001,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0008,0.0,0.0,,,0.0013000000000000002,0.0,0.00201,0.0,2.2,,0.0
whisky,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.9,0.0,100.0,34.5,,0.0,0.0,0.0,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,238.0,241.5,,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0025,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1e-05,0.0,0.0,2.5e-05,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5e-06,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0001,0.0,0.0,,0.0
finocchio,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.2,0.0,,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,13.0,9.0,,1.0,,,,0.0,0.0,,0.0,,,,0.0,0.0004,,,2.2,,,,4.9e-05,,0.039,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0005,59.0,0.0,0.276,0.0,0.0,1.2,1.2,,0.0,,,4e-05,0.0,,0.0,0.0,0.141,0.0,,2e-05,0.0,,,,0.0,0.0,0.0,0.0,,0.0,7.000000000000001e-05,0.012,0.0,,,0.0002,0.0,0.0001,0.0,1.0,,1.2e-05
ciliegie sciroppate,,,0.0,,,,0.0,0.0,0.268,0.0,0.0,0.0,0.0,0.0,,,,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8e-05,0.0,77.8,0.012,,0.0,,0.0,0.0,0.008,,,1e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,73.0,71.0,,18.5,,,,0.005,0.0,,0.0,,,,0.011000000000000001,0.0029,,,0.6,,,,5e-06,,0.013,6.6,0.0,0.011000000000000001,7.3,,,,1e-06,0.009000000000000001,0.006999999999999999,0.0,0.013999999999999999,,0.0,0.0,0.0,,0.015,,0.006999999999999999,0.3,0.0001,0.005,0.0,0.0001,100.0,0.0,0.12,0.018000000000000002,0.0,0.5,0.5,,0.0,,,1e-05,4.3,,1e-06,0.013999999999999999,0.008,0.0,,2e-05,0.006999999999999999,,,,0.01,0.004,0.011000000000000001,0.0,,0.0,0.00022,0.001,0.0,,,5.9999999999999995e-05,1.4e-06,0.0,0.006999999999999999,18.5,,1.7e-05
crostata con marmellata,,,4.56,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.29,0.11,0.0,0.0,2.09,0.0,0.0,0.0,0.0,20.9,0.0,0.0,0.0,,0.01,25.9,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,342.0,339.0,,65.5,72.0,,,0.0,0.0,,0.052000000000000005,,,,0.0,0.0014,,,1.6,,,,4e-06,,0.046,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,8.1,8.2,0.1,22.0,0.0,,0.0,0.0,0.0,0.0,2.37,0.0005,100.0,0.41,0.11,0.0,1.6,4.9,3.3,6.0,0.0,,,1e-05,0.0,,0.0,0.0,0.23,0.0,,7.000000000000001e-05,0.0,,,,0.0,0.0,0.0,3.1e-05,,0.0,4e-05,0.001,6.4e-07,,,0.00074,0.0,0.0003,0.0,39.6,,6.8e-05
molluschi ns,,,0.48,,,,0.0,0.05,1.128,0.0,0.15,0.23,0.15,0.07,,,,1.589,0.0,0.02,0.01,0.05,0.0,0.1,0.31,0.07,0.00049,0.13,81.9,0.7070000000000001,,0.0,,0.03,1.2,0.852,,,3.7000000000000006e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095,72.0,72.0,,2.1,,,,0.153,0.387,,0.085,,,,0.419,0.0047,,,0.0,,,,2.2e-05,,0.198,0.0,0.0,0.731,0.9,,,,7.900000000000001e-05,0.508,0.22399999999999998,0.0,0.8230000000000001,,2.0,2.0,0.0,,0.873,,0.033,0.0,0.00016,0.263,0.38,0.0015600000000000002,49.0,0.5,0.289,0.477,11.7,11.7,0.0,,0.00123,,,0.00013000000000000002,0.0,,5.400000000000001e-05,0.523,0.208,0.0,,8.999999999999999e-05,0.374,,,,0.503,0.131,0.51,4.3e-05,,1.87e-05,0.00027,0.002,6.2e-07,,,0.00112,0.0,0.00462,0.156,0.9,,0.0
pecorino romano,,,17.34,,,,0.0,0.0,1.838,0.0,0.0,0.0,0.0,0.0,0.0,,5.115,5.567,1.0,0.29,0.31,3.08,0.0,7.04,7.36,0.42,0.00042,2.43,31.95,0.7955000000000001,0.0,0.0,,0.0,0.0,0.7155,,,2.4e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,385.0,397.0,,1.8,2.0,,,0.138,2.35,,0.09,,,,1.3605,0.0021000000000000003,0.0,0.0,0.0,,,,7.000000000000003e-06,,0.632,0.0,0.1,0.4815,0.0,,,0.099,3.9e-05,1.4325,0.6715,1.7,2.7515,,29.5,31.3,0.0,73.0,2.13,,0.04,0.0,2e-05,0.8270000000000001,7.94,0.0002,100.0,0.6,0.094,3.1639999999999997,28.3,27.15,0.0,25.0,0.00101,,,0.00044,0.0,,6.3e-06,1.3304999999999998,1.89,2.84,,2.9999999999999997e-05,1.464,,,,0.9325,0.3425,1.936,0.00048,,1.1e-06,8.999999999999999e-05,0.0,5e-07,,,0.0009550000000000001,0.0,0.0035,0.23,1.8,,9e-06
acciughe o alici sotto sale,,,0.82,,,,0.0,0.01,2.625,0.0,0.58,0.35,0.0,0.08,0.0,,,3.365,0.01,0.06,0.0,0.19,0.0,0.4,0.46,0.26,0.0006500000000000001,0.16,53.8,1.368,0.0,0.0,,0.05,0.0,1.128,,,1e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.542,137.0,137.0,,2.3,7.0,,,0.272,0.81,,0.119,,,,0.885,0.006900000000000001,0.0,0.0,0.0,,,,8e-06,,0.48100000000000004,0.0,0.0,1.074,2.3,,,,2.3e-05,1.225,1.004,0.0,1.979,,3.1,3.1,0.0,20.0,2.052,,0.040999999999999995,0.0,7.000000000000001e-05,0.519,0.76,0.01402,50.0,1.05,0.215,0.685,25.0,25.0,0.0,73.0,0.00021,,,0.00026000000000000003,0.0,,3.7e-05,0.9670000000000001,3.6039999999999996,0.0,,5.9999999999999995e-05,0.632,,,,1.08,0.26,1.129,5.5e-05,,6e-07,0.00014,0.0,4.599999999999998e-06,,,0.00029,0.0,0.0017,0.21,2.3,,0.0
panini al latte,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,33.5,,0.0,0.0,,,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,295.0,,48.2,61.0,,,,,,,,,,,0.0017,,,1.9,,,,,,0.13,,,,,,,,,,,,,,,8.7,,27.0,,,,,,,,0.0018000000000000004,100.0,,0.17,,,9.0,,12.0,,,,0.00013000000000000002,,,,,0.46,,,0.00022,,,,,,,,8.4e-05,,,,0.0,,,,,,,,2.7,,
"fagioli aduki, secchi",,,0.19,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.11,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,12.7,0.0,,0.0,,0.0,44.7,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.084,294.0,272.0,,50.1,,,,0.0,0.0,,0.0,,,,0.0,0.004200000000000001,,,11.1,,,,0.0006219999999999999,,0.38,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.5,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0026000000000000003,100.0,0.0,1.22,0.0,0.0,19.9,19.9,,0.0,,,0.00022,0.0,,0.0,0.0,0.005,0.0,,0.00045,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.00035,0.0,0.0,,,0.0,0.0,0.005,0.0,1.0,,1.2e-05
salame napoli,,,8.04,,,,0.29,0.34,2.5989999999999998,0.0,0.0,0.25,0.69,0.0,0.0,,4.159,4.159,0.0,4.1,0.2,0.35,0.0,10.69,4.77,0.64,0.0016600000000000002,2.63,39.0,1.645,0.0,0.0,,0.0,0.0,1.608,,,7.000000000000003e-06,,,,,,,,,0.0,0.35,0.0,4.77,0.64,2.63,10.69,4.1,0.2,,0.29,0.69,0.34,0.25,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.032,359.0,359.0,,1.7,2.0,,,0.301,3.27,,0.08600000000000001,,,,1.157,0.0016,0.0,0.0,0.0,,,,3e-06,,0.35600000000000004,0.0,0.0,1.213,1.7,,,0.099,1.5e-05,1.32,0.9890000000000001,0.0,2.245,,27.3,27.3,0.0,68.0,2.33,,0.032,0.0,4e-05,0.706,12.02,0.0025,100.0,4.89,0.494,1.082,26.7,26.7,0.0,30.0,0.00014,0.6,,0.00014,0.0,8.04,3.05e-06,1.114,1.693,0.0,,0.00016,1.053,,,,1.186,0.29100000000000004,1.3969999999999998,0.0,,2e-06,0.00036,0.0,9.000000000000002e-07,,,0.00022999999999999998,0.0,0.0037,0.193,1.7,,0.0
"soia, bistecca",,,0.14,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.47,0.06,0.0,0.0,0.21,0.0,0.0,0.0,0.0,7.3,0.0,,0.0,,0.0,11.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24100000000000002,312.0,277.0,,20.9,,,,0.0,0.0,,0.0,,,,0.0,0.0092,,,17.5,,,,0.000305,,0.674,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,1.2,1.2,,0.0,,0.0,0.0,0.0,0.0,0.21,0.0026000000000000003,100.0,0.53,2.384,0.0,0.0,47.0,47.0,,0.0,,,0.00025,0.0,,0.0,0.0,0.02,0.0,,0.0007,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.00057,0.0,0.0,,,0.0002,0.0,0.0025,0.0,9.9,,2.4e-05
limette,,,0.03,,,,0.0,0.0,0.096,0.0,0.0,0.0,0.0,0.0,,,,0.08,0.0,0.05,0.03,0.0,0.0,0.02,0.03,0.01,0.00022,0.0,86.0,0.040999999999999995,,0.0,,0.0,0.0,0.042,,,5e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,45.0,38.0,,8.8,,,,0.009000000000000001,0.005,,0.0,,,,0.025,0.0004,,,3.3,,,,8e-06,,0.025,3.3,0.0,0.067,3.3,,,,0.0,0.019,0.01,0.0,0.018000000000000002,,0.0,0.3,0.3,,0.035,,0.011000000000000001,0.0,0.0,0.01,0.03,0.0005,65.0,0.08,0.13,0.037000000000000005,0.0,0.7,0.7,,5e-05,,,2.9999999999999997e-05,1.1,,4e-07,0.019,0.002,0.0,,5.9999999999999995e-05,0.013999999999999999,,,,0.01,0.004,0.025,0.0,,0.0,8e-05,0.011000000000000001,0.0,,,0.00022,6e-07,0.0001,0.012,8.8,,0.00024
"latte di vacca, condensato zuccherato",,,4.79,,,,0.0,0.0,0.7090000000000001,0.0,0.0,0.0,0.0,0.0,0.0,,,2.033,0.27,0.11,0.12,0.85,0.11,2.1,1.97,0.2,0.00085,0.85,26.5,0.314,0.0,0.0,,0.0,0.0,0.27699999999999997,,,3.9e-06,,,,,,,,,0.27,0.85,0.11,1.97,0.2,0.85,2.1,0.11,0.12,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.293,328.0,328.0,,56.5,64.0,,,0.098,0.23,,0.034,,,,0.46399999999999997,0.0002,0.0,0.0,0.0,,,,1.5e-05,,0.235,0.0,0.0,0.185,0.0,,,,7.4e-05,0.506,0.245,12.5,0.9359999999999999,,9.0,9.0,0.0,25.0,0.7170000000000001,,0.028999999999999998,0.0,0.0,0.214,2.55,0.0002,100.0,0.23,0.39,0.978,8.7,8.7,0.0,11.0,0.0,0.0,,0.00043,44.0,4.79,3e-06,0.535,0.13,0.7,,8.999999999999999e-05,0.374,,,,0.4320000000000001,0.132,0.614,9.85e-05,,7e-07,7.000000000000001e-05,0.003,4.81e-06,,,0.00016999999999999999,0.0,0.001,0.081,56.5,,6.2e-05
"tacchino, fuso (coscia), senza pelle",,,1.72,,,,0.0,0.16,1.7369999999999999,0.0,0.05,0.01,0.02,0.0,0.0,,2.702,2.702,0.0,0.86,0.05,0.07,0.01,0.98,0.87,0.15,0.00075,0.76,76.0,1.12,0.0,0.0,,0.02,0.0,1.202,,,2e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.011000000000000001,113.0,113.0,,0.0,0.0,,,0.22,0.073,,0.067,,,,0.72,0.0009000000000000002,0.0,0.0,0.0,,,,2.8000000000000013e-05,,0.2,0.0,0.0,0.889,0.0,,,0.091,5e-06,0.907,0.488,0.0,1.4380000000000002,,4.6,4.6,0.0,37.0,1.595,,0.021,0.0,0.0,0.5329999999999999,1.18,0.0067,73.0,1.15,0.295,0.8140000000000001,18.0,18.0,0.0,63.0,0.00011999999999999999,,,0.0002,0.0,,6e-06,0.79,0.094,0.0,,0.0001,0.599,,,,0.8420000000000001,0.18,0.914,0.0,,2e-06,0.00035,0.0,4e-07,,,0.0,0.0,0.002975,0.16,0.0,,0.0
rana pescatrice,,,0.25,,,,0.0,0.0,1.311,0.0,0.25,0.0,0.0,0.0,,,,1.911,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.00015,0.0,84.0,0.774,,0.0,,0.0,0.0,0.7659999999999999,,,1e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027999999999999997,62.0,62.0,,0.6,,,,0.13699999999999998,0.37,,0.05,,,,0.499,0.0004,,,0.0,,,,7.000000000000003e-06,,0.165,0.0,0.0,0.614,0.6,,,,3e-05,0.59,0.377,0.0,1.04,,1.0,1.0,0.0,,1.176,,0.021,0.0,2e-05,0.379,0.25,0.0009000000000000002,33.0,0.25,0.4,0.45299999999999996,12.8,12.8,0.0,,2.9999999999999997e-05,,,5e-05,0.0,,3.7e-05,0.522,0.018000000000000002,0.0,,0.00011999999999999999,0.4320000000000001,,,,0.561,0.14300000000000002,0.659,8e-06,,1e-06,0.00023999999999999998,0.001,0.0,,,0.0004,0.0,0.0004,0.2,0.6,,0.0
succo di spinaci,,,0.03,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.03,0.16,0.0,0.0,0.02,0.0,0.0,0.0,0.0,95.4,0.0,,0.0,,0.01,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,12.0,10.0,,0.5,,,,0.0,0.0,,0.0,,,,0.0,0.0014,,,0.9,,,,7e-05,,0.044000000000000004,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.3,0.3,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0002,100.0,0.2,0.412,0.0,0.0,1.4,1.4,,0.0,,,0.00016999999999999999,0.0,,0.0,0.0,0.073,0.0,,2.9999999999999997e-05,0.0,,,,0.0,0.0,0.0,0.0,,0.0,8e-05,0.028999999999999998,0.0,,,0.00079,0.0,0.0002,0.0,0.5,,0.001352
"caffe' crudo, in grani",,,4.61,,,,0.24,0.0,0.439,0.05,0.0,0.0,0.03,0.04,,,,1.864,0.0,4.66,0.14,0.01,0.0,0.9,3.62,0.0,0.001,0.72,10.2,0.308,,0.0,,0.0,0.0,0.049,,,6.7e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,287.0,188.0,,6.7,,,,0.185,0.027000000000000003,,0.0,,,,0.24100000000000002,0.02,,,49.5,,,,2e-05,,0.16,0.0,0.0,0.405,0.0,,,,3e-06,0.158,0.151,0.0,0.439,,0.0,13.1,13.1,,0.08800000000000001,,0.22,0.0,0.0021000000000000003,0.021,0.98,0.0022,100.0,4.8,1.86,0.322,0.0,11.2,11.2,,0.00082,,,0.00022999999999999998,6.7,,4e-06,0.11599999999999999,0.002,0.0,,0.00021,0.151,,,,0.13,0.027999999999999997,0.253,0.0,,0.0,0.00014,0.0,0.0,,,0.0,0.0,0.0007099999999999999,0.11,6.7,,0.0
porto,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,71.1,0.0,,15.9,,0.0,0.0,0.0,,,1e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,157.0,157.0,,12.0,,,,0.0,0.008,,0.0,,,,0.0,0.0004,,,0.0,,,,0.0,,0.012,4.6,0.0,0.0,4.6,,,,1e-06,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.011000000000000001,0.0,0.0,0.0,0.0,0.0001,100.0,0.0,0.09699999999999999,0.0,0.0,0.1,0.1,,0.0001,,,1e-05,2.8,,0.0,0.0,0.004,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,1e-05,0.0,0.0,,,0.0,0.0,0.0,0.026,12.0,,0.0
piccione giovane,,,1.44,,,,0.0,0.17,1.8419999999999999,0.0,0.02,0.01,0.0,0.0,0.0,,,2.864,0.0,0.75,0.0,0.01,0.0,1.74,0.75,0.22,0.00079,0.68,71.7,1.3619999999999999,0.0,0.0,,0.21,0.0,1.401,,,3e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.012,138.0,138.0,,0.0,0.0,,,0.386,0.11,,0.076,,,,0.959,0.0015,0.0,0.0,0.0,,,,4e-06,,0.2,0.0,0.0,1.465,0.0,,,,6e-06,1.206,0.838,0.0,1.895,,5.5,5.5,0.0,36.0,1.935,,0.027999999999999997,0.0,2e-05,0.7000000000000001,1.96,0.0075,90.0,1.17,0.26,0.809,22.1,22.1,0.0,64.0,0.0002,,,0.00015,0.0,,1.6e-05,1.079,0.032,0.0,,8e-05,1.026,,,,1.107,0.34600000000000003,1.198,0.0,,5e-07,0.0005300000000000001,0.0,4e-07,,,0.0001,0.0,0.0027,0.18,0.0,,0.0
"prosciutto crudo ns, senza grasso visibile",,,1.28,,,,0.0,0.03,2.773,0.0,0.0,0.0,0.03,0.0,,,,4.4030000000000005,0.0,0.39,0.04,0.05,0.0,1.58,0.81,0.11,0.00107,0.37,60.1,1.913,,0.0,,0.02,0.0,1.754,,,2e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,147.0,147.0,,0.0,,,,0.32299999999999995,1.98,,0.066,,,,1.12,0.0013000000000000002,,,0.0,,,,4e-06,,0.19,0.0,0.0,1.3,0.0,,,,7.000000000000003e-06,1.442,1.005,0.0,2.314,,3.9,3.9,0.0,,2.4,,0.022000000000000002,0.0,1e-05,0.6990000000000001,1.74,0.006500000000000001,100.0,0.48,0.495,1.1640000000000001,27.9,27.9,0.0,,0.00013000000000000002,,,0.0002,0.0,,5e-06,1.122,2.44,0.0,,0.00058,0.914,,,,1.262,0.292,1.4669999999999999,0.0,,0.0,0.00043,0.0,6e-07,,,5.9999999999999995e-05,0.0,0.0021000000000000003,0.18,0.0,,0.0
macedonia di frutta in scatola,,,0.0,,,,0.0,0.0,0.076,0.0,0.0,0.0,0.0,0.0,,,,0.055999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-05,0.0,81.8,0.018000000000000002,,0.0,,0.0,0.0,0.009000000000000001,,,1e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,59.0,57.0,,14.8,,,,0.003,0.003,,0.0,,,,0.01,0.0003,,,1.0,,,,5e-06,,0.009000000000000001,6.4,0.0,0.011000000000000001,6.1,,,,0.00013000000000000002,0.008,0.006999999999999999,0.0,0.017,,0.0,0.0,0.0,,0.017,,0.005,0.3,0.0001,0.003,0.0,0.0004,100.0,0.0,0.095,0.015,0.0,0.4,0.4,,2e-05,,,1e-05,1.9,,0.0,0.017,0.003,0.0,,2e-05,0.006999999999999999,,,,0.012,0.002,0.019,0.0,,0.0,2.9999999999999997e-05,0.004,0.0,,,0.0,2.6e-06,0.0001,0.001,14.8,,5.400000000000001e-05
fiocchi d'orzo,,,0.4,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.83,0.09,0.0,0.0,0.2,0.0,0.0,0.0,0.0,12.8,0.0,,0.0,,0.0,80.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039,389.0,360.0,,80.0,,,,0.0,0.0,,0.0,,,,0.0,0.006,,,14.8,,,,5e-05,,0.39299999999999996,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,1.9,1.9,,0.0,,0.0,0.0,0.0,0.0,0.24,0.0055,100.0,0.92,0.56,0.0,0.0,10.6,10.6,,0.0,,,8e-05,0.0,,0.0,0.0,0.004,0.0,,0.00016,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0005600000000000001,0.0,0.0,,,0.0009000000000000002,0.0,0.0033,0.0,0.0,,0.0
